@relation mfeat

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute binaryClass {P,N}

@data
9.65111,8.216896,0.633776,-4.230387,2.49981,-4.354472,-3.733825,3.639713,5.177159,-0.606948,1.588829,5.243306,0.847034,-4.874552,-1.607852,2.768909,1.721924,-0.876591,1.718111,-1.281799,3.716931,-0.676923,-1.813321,-1.232762,1.849401,2.114396,3.111291,1.892766,3.045723,-2.239967,0.353831,3.290529,1.610035,0.760659,1.447481,-1.834105,1.731784,-0.547944,1.650327,-1.525494,0.190131,-1.45136,0.848474,3.540259,1.175038,-1.240576,1.428563,2.383823,-0.514545,0.745398,-2.347972,2.129435,-1.384587,0.245152,-0.589526,0.48035,-1.914236,-0.854993,-1.662938,0.071855,-0.234837,-1.22509,-0.032,-0.442503,N
1.630358,-0.32232,-7.151383,8.584942,10.023152,3.898679,-2.463752,2.008739,-5.732437,-1.084497,-0.481512,3.796871,1.379589,-2.525474,0.464283,4.430945,-1.412079,3.8494,-0.035598,-1.759961,3.487924,0.619368,-2.127134,-1.251811,1.880779,-2.292951,2.753145,1.928239,1.393467,0.322298,0.019875,3.100605,-2.35276,1.44289,1.342005,1.707941,3.015413,0.662771,-0.812041,-0.624432,-1.484376,-0.629963,-2.481353,-1.855493,0.187094,0.677513,0.237162,0.111758,-0.89826,-0.434912,-1.187808,-0.549547,-0.500285,0.210496,-0.365859,-1.508597,-0.165925,-1.11871,1.305602,-0.547456,-0.69059,0.107472,0.473607,-0.324721,N
9.907353,6.513785,-4.93411,0.402257,5.661887,3.151173,-5.086177,0.592528,4.076941,-0.943287,0.528025,-1.706489,4.822796,-0.942026,-2.665664,4.037141,-2.623301,0.040607,-0.033484,1.023865,3.088009,3.930833,0.660939,0.788228,-0.201236,2.14344,-0.010704,-1.539184,-0.260224,-4.529316,1.81009,0.723621,-0.487865,2.68655,-1.519645,-4.407794,1.582824,-0.394009,-1.18259,-1.260382,0.687883,-0.399932,1.170167,0.86459,-0.064294,-1.250787,-0.220226,0.170814,-0.153638,2.437772,-0.43775,2.191212,0.935708,-0.27016,0.301953,0.06753,2.533526,-1.094168,0.12804,-1.238658,-1.891152,-0.694166,1.246653,0.297953,N
11.950612,0.860216,-2.351876,0.826361,2.35518,8.550766,-1.974086,-0.879049,5.747217,-3.169686,2.672942,-3.783929,4.468706,-0.213556,-0.63806,-1.354377,-3.962496,-1.238404,4.304113,-2.757563,1.83197,3.52493,-2.758634,4.078581,-0.52615,2.000911,0.842299,-1.427031,-1.327529,-3.100149,0.325568,0.543221,2.016154,1.377383,-2.068732,-5.617021,0.931316,0.661939,0.263153,0.595996,-1.886236,2.006837,0.378254,1.345325,0.55894,0.788219,-0.24454,-0.340027,1.043639,0.857019,-2.299252,1.183788,-0.972965,-0.913742,0.422429,0.287266,-0.010099,-1.739215,0.532977,-0.643994,-2.31158,0.004139,-0.610898,-0.426064,N
5.968957,0.675205,-7.488388,9.394325,10.450117,4.065403,0.790878,0.128791,0.775029,-3.744339,-1.198186,3.992376,4.745545,-3.670482,0.908003,4.198672,-1.032372,4.757427,0.152507,-0.97965,3.832583,3.604659,-2.04585,0.643188,1.034734,0.004106,1.733406,0.568338,0.947385,-2.737141,-1.619888,1.08512,-2.937924,0.200044,1.931008,0.967398,2.539514,1.959872,-1.400525,-1.272446,1.007494,-1.465047,-1.882715,0.588543,-0.693549,1.437343,-0.895801,-0.410802,0.861237,-0.753622,0.373421,1.477574,-0.526708,1.244573,-0.574622,-0.825671,-0.162359,0.879461,-0.510462,-1.950669,-0.65711,-1.037022,0.001111,0.810272,N
4.121913,-0.51287,-6.900207,9.244749,10.526587,7.560666,-0.614312,0.508507,4.189673,-4.746642,0.526159,3.319864,3.547246,-0.842421,-0.083688,5.795108,-4.276304,4.103943,-0.401374,-2.149561,4.103881,3.449253,-0.190808,1.938303,2.192122,-1.338754,1.276977,0.838995,-2.899251,-2.340991,0.038119,0.790268,-2.501737,0.975315,2.13221,-0.230268,2.180025,2.093343,-1.325389,0.091365,1.830074,0.507365,-1.498114,-0.057093,-1.433678,-0.146266,-1.433834,0.535879,0.425592,0.914741,1.204375,1.145294,-0.450794,-0.690197,0.490879,0.144111,1.095328,-0.539664,-1.11046,-1.633463,0.633444,0.249139,-0.077806,0.026813,N
-2.673033,5.039901,-6.296504,-4.799183,3.910658,-1.491217,6.730593,-2.760767,1.939951,-7.927518,0.847399,6.307504,-1.01879,0.212202,3.620168,-5.647177,3.370957,6.907075,-2.075742,-3.94102,1.777657,-0.470306,-1.917344,0.238847,-1.242011,-6.325276,-1.839422,-1.018348,-0.642926,2.866564,0.582522,0.415611,-0.4869,-2.092042,-1.824314,2.511618,1.718042,1.633098,0.111759,-1.055499,-1.975792,0.444428,-2.411343,-0.944224,-2.077613,0.508216,1.898925,0.349061,2.329649,-0.127885,0.177731,-0.410296,-0.556857,-1.564759,0.753329,-0.808859,1.621364,2.219729,-1.543747,-1.122722,-0.009701,-0.507349,1.065224,-0.155742,N
1.197228,4.44662,-7.441481,3.185391,9.497635,1.923018,0.665277,-0.811611,-9.644308,1.465039,-0.202917,4.212204,-1.09148,0.758464,1.326781,2.992184,-0.191543,0.457678,-2.859618,-1.996457,-0.165287,0.478462,1.111204,-0.741466,0.44482,-2.333284,3.260809,1.651885,1.008534,0.924677,-1.800844,-0.123413,-1.088105,-1.810519,2.003013,3.907284,-0.538968,2.108856,-0.091505,-1.489356,-0.936318,-1.107698,-3.247926,-1.211984,-0.343794,0.598508,0.744175,-0.086131,1.164168,-0.499332,1.288699,-1.300108,-0.358545,0.452835,-0.990156,0.084977,-1.631972,1.471329,-0.597478,-1.548026,-0.481784,0.261893,-0.128516,-0.365402,N
-0.605012,7.75043,-11.590114,5.429127,6.524266,5.841314,-1.498114,-0.463814,-0.10764,-2.090141,1.22767,2.540043,1.3395,0.547638,-1.164968,4.721153,0.040412,-0.598892,-2.3413,0.189688,0.475308,1.015411,2.32071,-0.277987,1.54005,-5.226371,2.719202,0.030993,0.102331,0.915528,-1.785617,-1.003134,-1.14489,-3.216121,-0.14545,1.886219,0.764622,1.699984,-0.964303,0.47569,-0.454658,-0.498035,-0.91038,-0.57952,-0.03644,1.707644,-0.289366,-0.34929,0.35132,-0.324301,0.082089,-1.218074,-1.884515,-1.059105,1.145388,1.524585,-0.473543,0.136278,-0.070507,0.928666,0.343641,0.34335,-0.278513,-1.497724,N
7.041866,0.252867,-5.883324,8.706182,5.725996,3.300026,-7.002949,0.463317,-2.39644,-2.610475,0.921267,3.237208,-1.138138,-1.385611,-2.886158,4.174571,-5.151771,2.295984,-1.842831,-1.911555,3.662692,2.084936,-0.274106,-1.08914,1.251452,1.718902,2.362588,2.277118,0.946183,-2.593119,-1.419566,1.673335,-1.715799,0.416226,0.699014,-2.36303,0.697386,-0.124658,-1.552602,0.124011,-0.599242,1.207298,-0.41119,2.619069,0.570295,-0.167828,-0.220258,0.359679,-2.114037,-0.445372,-0.803945,2.263269,-0.220733,-0.5198,-0.584175,-0.05067,1.066423,-1.483335,0.609979,-1.732229,-0.07712,0.729045,-0.331014,-0.21069,N
1.015512,4.67528,-8.947342,6.14031,10.246909,8.250122,-1.266378,-0.970158,4.635301,-2.73601,-0.808803,3.35133,2.357322,-1.116285,-0.96347,3.519492,1.469079,2.772938,0.270374,-0.462309,0.952347,0.899169,0.406032,0.982855,-0.201653,-3.198788,0.51673,2.34091,-0.306585,0.415675,3.513763,-1.239388,-3.62653,-0.023998,-2.229796,2.932142,1.66292,0.887955,-2.327072,1.378269,-1.24841,-0.709787,-1.589406,-0.736606,-0.995819,-0.85737,0.88404,-0.879286,0.928608,0.730229,-0.21344,-1.699361,-0.469534,-0.821345,0.585984,0.47671,-0.354221,1.054113,-0.574459,0.177924,0.483562,-0.540625,-0.125077,1.065466,N
13.017274,-2.180734,1.051808,7.258292,-2.747582,4.664796,-5.452497,-1.145041,-0.042917,1.085861,1.396279,2.527088,0.34225,-1.708732,-0.731233,5.242089,-1.91573,0.383459,2.738034,-0.225971,1.9882,-1.91987,-2.013118,-2.69462,-1.717983,0.742655,-0.52505,1.911992,0.148123,-0.374643,-2.430771,2.454527,-2.051066,1.303541,0.95446,-0.864857,1.579008,0.321645,-0.927712,-1.013308,-0.502247,-0.618246,-0.41792,2.929315,0.22945,0.065362,-1.493557,-1.312766,-1.207036,1.330685,-2.788597,2.918571,-1.746644,0.545958,1.738912,0.592527,-0.967658,-1.068905,-1.938349,1.929829,0.097978,0.503929,-0.435327,0.275651,N
2.201024,3.830272,-6.976785,7.852802,8.619288,0.984007,0.157188,-0.112614,-6.846709,-0.887093,-2.519156,3.055863,3.177766,-4.036792,0.477518,2.310068,1.645411,2.606236,-1.771505,-1.242152,0.900707,0.541561,0.469736,-2.340744,1.578214,-3.429645,1.807106,1.190409,1.641292,1.513877,0.370168,1.974415,-1.970186,-1.381024,1.70884,2.419883,0.412161,1.935385,-1.919673,-0.053171,-1.380078,-1.183044,-3.030103,-2.652292,-0.527462,0.877321,0.510243,-0.340937,0.863362,-1.790244,0.711274,-1.380823,-0.803217,0.297142,0.23571,-0.320845,0.032311,1.30599,0.430528,0.969852,-0.449716,0.169019,-1.19263,1.155474,N
6.738034,2.438486,-8.248443,7.346799,9.824368,3.132632,1.400886,-0.017331,-0.530855,-2.405256,-2.650798,4.734859,3.693357,-6.249467,1.390501,2.326031,-0.517474,3.189967,-1.725973,-1.412219,4.274127,2.246663,-2.150448,-1.232051,0.432677,-0.220936,3.385811,1.726314,2.067678,-2.729474,-0.799409,1.011261,-1.218071,-0.272852,1.199885,0.467415,2.209625,2.033661,-1.024154,-0.956138,-0.630087,-1.76256,-1.396462,0.372259,-0.937327,0.707133,-0.021426,0.799504,0.232697,-2.252032,-0.445287,0.750661,-1.634795,0.533038,0.564186,0.589872,-0.611058,1.205113,1.097975,-2.725515,-1.975447,-1.735603,-1.121666,0.248901,N
0.715073,2.085049,-8.314207,7.44767,11.315442,6.631594,-2.08293,1.385046,0.917572,-2.150056,-0.72873,2.180632,2.770028,1.176807,0.196058,4.820429,-0.065345,3.641966,-2.973654,-1.561154,2.38154,0.661605,0.878634,-2.774733,0.122482,-4.008095,1.962651,1.373032,0.37238,-0.167119,0.272419,2.131303,-2.560055,-1.110766,1.153098,3.874254,1.846966,1.958451,-3.489979,0.622348,0.51467,-1.109853,-0.6691,-0.707015,-1.385344,-0.596677,-0.201444,0.211711,1.708451,-0.468041,-0.948797,0.810408,1.030333,-1.227221,1.029744,0.661536,-0.338701,-0.6782,0.807295,1.361484,0.939812,0.392321,-0.020347,1.201989,N
-1.394993,11.523004,-6.138,2.786769,1.906164,3.027699,2.301427,-2.139708,0.311516,-7.532413,0.693038,4.92022,-1.123562,-2.135137,3.068172,-1.026427,0.370742,0.004261,-1.332025,-2.782971,-1.802105,-0.669715,0.935007,0.254442,-0.876002,-4.184917,-1.613976,1.667366,-2.154808,2.879789,0.661643,1.226732,-1.38075,-3.859919,1.128634,1.792771,-1.579987,3.904192,-1.081209,1.23532,1.099539,-3.182436,-4.128028,-4.237075,-1.249361,0.506075,1.11962,-1.260097,1.777889,-1.00279,0.040146,0.703861,1.323864,1.437146,0.65823,0.845559,-1.512323,-0.185611,0.356946,-0.712341,-0.007359,-0.060466,0.302588,0.361982,N
2.176119,2.8437,-8.942412,8.256986,9.799533,6.936573,-1.344108,1.570804,0.605751,-3.26773,-0.771213,3.73135,2.913233,-0.206418,0.543596,5.809925,-0.941816,3.683971,-0.023345,-1.29223,4.57946,2.192765,-1.27317,-0.331797,0.36649,-3.017071,3.678538,1.619723,0.490787,-0.240705,1.177218,1.658562,-3.779598,0.960438,0.681098,0.187951,2.102061,1.937037,-1.828999,1.22165,0.283163,-0.532212,0.278269,-0.779018,-1.714915,0.648753,-1.2633,0.49857,0.927302,0.100315,-0.081283,0.237938,0.097539,-1.539018,-0.023356,-0.4712,0.019448,-0.296432,1.056041,-0.067603,0.496527,0.767713,0.669273,0.755274,N
6.018645,4.019909,-6.447849,7.236009,6.978186,2.083768,-3.978603,0.742566,-5.760782,-1.963223,-2.532911,2.597205,1.008388,-2.774457,-1.910885,3.05259,-2.490634,3.033396,-1.161383,-2.144394,2.425272,0.974746,0.349656,-1.748601,0.646275,-1.093876,3.382081,1.904765,2.091439,-0.195783,-2.053732,-0.121674,-1.765486,-0.928391,1.376944,0.877786,1.787772,-0.855876,-0.29348,0.07839,-3.693408,-1.041884,-1.898156,-1.483884,-1.019687,-1.088568,-0.484186,1.186379,-0.840103,-1.480004,-0.686993,-0.098586,-0.825622,1.08639,0.595958,-1.278664,-0.343154,-0.917274,0.685841,0.055631,-1.806077,1.021481,-0.057943,-0.544018,N
2.562937,3.769989,-2.955485,10.899513,4.756226,8.645668,-4.120187,-0.365224,3.422189,-3.660433,-1.005238,0.204288,2.833842,1.89073,0.259243,6.277597,-8.460675,-0.320395,-0.384484,-2.742477,0.924606,1.258258,-0.560738,1.685852,1.295679,-1.486415,1.690841,1.412715,-0.901771,-1.182706,-1.402024,1.387698,-0.039542,-3.576058,0.591845,-2.100776,1.714226,2.558136,-1.311117,0.498356,-1.88275,-1.54099,-1.309621,-3.335627,0.849448,1.203873,1.112989,0.142643,2.664722,1.076583,0.862068,-1.384008,0.439744,-1.170994,0.066263,0.601339,0.122957,-1.661784,0.684788,-1.091887,-0.037135,0.149454,0.196836,-0.830621,N
4.87273,5.329817,-6.321357,8.483443,3.761826,7.034786,-7.951376,-3.04786,3.092865,-1.058452,0.235594,-0.436054,1.144962,1.007058,-1.759428,3.761995,-5.696716,-1.452762,0.66557,-0.605988,0.29572,-2.395568,-1.891954,2.678435,0.549183,-0.096245,1.204113,1.038418,1.041519,-0.476128,1.02656,-0.745803,-0.954011,-0.39562,-0.3205,-2.011045,-0.212897,0.840714,-0.217265,-1.649861,-2.652512,-0.612101,0.956823,0.131881,1.637138,1.488591,1.334511,0.162734,-0.313932,0.402048,1.424304,-0.908077,0.948238,-0.883311,-1.607461,0.187364,-2.096497,-2.64213,0.717404,0.227077,0.103121,-1.108733,0.953418,1.058513,N
5.608927,-1.311225,-6.353208,8.815213,12.300173,4.159499,0.681147,-0.985756,2.134319,-0.116761,-1.645294,3.363732,4.097408,-3.400682,-0.887218,2.086384,0.008871,5.415663,-3.731169,0.943314,0.035309,2.117693,-2.664333,-1.580739,-0.932868,0.010385,-0.970367,2.903932,0.22241,-1.169618,0.256271,1.954826,-2.401927,1.285494,0.112999,0.22909,1.015011,1.524703,-2.673929,-0.540695,-1.347258,-1.47699,-1.307976,-1.616441,-0.165273,-0.882536,-1.004953,-0.7705,-0.849987,-0.201439,-0.463152,3.060832,1.247273,0.475566,-1.106401,-1.059821,-0.487319,0.694093,-0.808927,-1.021403,0.604744,-0.735095,-1.377869,0.837556,N
7.871041,2.891341,-6.159476,6.056556,7.552589,8.394746,-3.205849,-2.315079,4.601989,-3.741393,0.209507,1.679247,3.556116,0.349499,-1.390342,1.880844,-4.344384,2.93838,0.804075,-1.351731,1.001519,4.550551,-2.032116,3.2612,1.741776,0.039451,2.403697,-1.246972,-3.12337,-2.869256,0.574958,0.185215,-0.841609,-0.47667,-1.929124,-2.621861,0.593266,-0.397078,0.90988,-0.307861,-0.944662,0.425331,1.094716,-0.507299,-0.503177,0.073771,-2.884678,-0.173061,-0.602419,0.291585,0.765462,-0.158311,0.999131,1.155455,0.516843,-0.339719,0.790148,-0.210841,-1.015238,-0.552934,0.344916,0.511163,-0.696485,-0.491543,N
1.732942,-4.103591,-4.30279,12.247993,11.702793,6.240958,1.411083,2.832601,4.465634,-3.886033,0.485448,4.656626,2.878919,-1.176112,1.62151,4.687667,-2.589916,4.826633,-2.272534,-2.936543,1.908908,2.419998,-2.708074,-1.486789,2.01719,-1.128872,-1.632408,2.500744,-2.143835,-2.653074,-0.22798,2.187674,-3.491475,1.40104,0.713297,-0.367097,0.021209,1.622382,-1.745705,0.597866,1.771339,1.118651,-2.332285,-0.23072,-1.071128,-0.901494,0.23015,-1.659828,1.422487,2.409438,0.167182,2.560287,0.087409,-0.54162,-0.80614,0.728928,0.648696,-0.776967,-0.158437,-0.926939,0.35072,0.51272,0.918638,-0.940466,N
-0.123988,-4.624975,-4.244662,12.783238,11.043514,4.468776,-0.657005,3.187788,3.649089,-2.844333,2.961184,7.695552,2.44099,-4.592387,0.998121,-1.038827,1.056698,6.916435,-0.560265,-2.348543,0.108173,0.990957,-3.719817,0.433226,0.135704,0.214065,-0.643143,0.695628,-1.433262,-0.936206,0.305989,1.320388,-0.097322,-1.875518,1.828755,-1.632156,0.837394,1.775694,-1.078364,0.523961,1.209759,-0.109093,-1.993062,0.936901,-0.282358,-0.755313,-0.384459,-2.051749,0.714163,0.463595,-2.125874,1.90579,0.874364,-0.42103,0.29799,0.387869,1.010342,-0.443503,-0.001797,-0.671116,-0.683552,2.49226,0.12794,-1.134762,N
5.507651,-5.018305,-7.080014,8.474952,7.146634,4.129748,-2.737193,-2.115601,-2.009841,3.994778,1.421492,4.097375,4.126025,-5.518238,-0.857152,0.211138,-1.922137,3.549823,-1.249508,0.109455,3.059346,-1.172097,-0.979628,-0.214821,-0.090388,3.231816,1.530826,0.013186,0.570401,-3.234668,-0.212439,3.639826,-1.308999,-0.368924,0.697659,-1.281833,3.170712,0.052523,1.632177,-1.291562,-0.451747,0.671849,1.196262,0.382025,0.837928,-0.451906,-0.17353,-0.5311,-1.79284,-0.519106,0.661303,1.009434,1.011665,-1.454458,-0.999869,-2.381508,-0.143995,-0.59481,0.742543,-0.787121,-1.060384,1.350155,0.367237,1.061371,N
2.088685,0.398442,-6.819362,8.522003,10.07545,3.918804,-2.413936,1.354765,-3.856981,-0.960076,-1.785769,3.48483,2.83267,-3.144294,0.481114,1.734124,1.320825,5.224746,-2.56573,-0.239008,0.272092,-0.275484,-0.433695,-2.578929,0.962957,-3.349778,0.32277,1.573483,-0.246179,2.478418,1.549319,1.208074,-3.97634,-0.073042,0.795092,3.101737,0.36235,2.136636,-2.31584,-1.104137,-1.406619,-1.815664,-3.874021,-1.808977,-0.559471,0.67574,-0.404896,-0.583083,-0.03709,0.156491,-0.929587,0.429214,0.553213,0.889356,0.658853,0.265506,0.112339,0.307442,0.267383,1.254966,0.739482,0.138384,-0.679965,1.076741,N
1.725021,7.58891,-8.055882,9.246704,5.228381,7.684119,-4.696502,-0.243212,0.992603,-1.580136,-0.280058,0.444398,1.16954,2.908138,-1.511462,4.245229,-3.293903,0.122376,-1.066391,-0.888477,0.340017,1.324108,0.763963,2.191491,0.190791,-2.604951,2.222175,-0.344138,1.200396,1.471795,-0.48302,-1.840034,-1.230398,-1.563426,-1.59486,-0.276591,1.402364,1.291229,-1.281822,-1.810718,-1.30747,-0.628071,-0.883592,-0.711832,-0.220548,1.980424,0.592811,0.802231,0.149482,0.637463,0.127351,-0.920685,-0.203202,-1.254442,0.100344,-0.022056,-1.792591,0.123726,-2.342108,0.571691,0.706646,-0.856823,-0.07095,-0.757765,N
0.909018,-3.913651,-1.895343,13.380621,12.151192,4.811056,1.989193,2.230593,3.219982,-0.366651,-0.767438,5.476981,2.510053,-1.213935,-0.173892,1.80205,-0.223038,5.104433,0.717826,-0.267057,-1.126887,1.330359,-4.313723,-1.181788,0.38472,-0.443567,-1.160726,3.075789,-0.702049,-0.642901,-0.541904,2.869484,-2.34249,-1.782334,-0.096666,-0.658897,0.826128,-0.11733,-2.683399,-0.679573,-1.07885,-2.274009,-1.891013,-0.841713,-0.885437,0.169193,1.100008,-1.558049,0.175233,0.406284,-0.98447,0.344917,0.677233,-1.640146,-0.1089,1.042787,2.071404,-0.674569,0.757789,-0.812392,0.858307,1.48413,0.320338,-0.361122,N
3.180178,8.470011,-4.846198,4.146852,1.001427,2.370111,7.46833,-2.706902,-1.26732,-4.847989,2.816925,5.258439,-2.356515,-3.934835,3.734279,-3.646471,2.015511,5.102308,-0.191223,-3.88205,2.004164,-0.938937,-1.82814,-0.979127,-3.199337,-6.268283,-0.538173,0.145771,-1.071403,2.962098,1.377327,0.066357,-2.179288,-1.907546,-0.914446,2.575093,-0.403735,1.682006,-0.235532,0.851919,0.048825,-0.952104,-3.022841,-1.967662,-2.02056,-0.63911,1.983882,0.007987,2.570649,-0.546719,1.402804,-2.02108,-0.186605,2.078973,1.22309,1.38897,-1.060234,0.248075,0.463777,-0.877713,-1.14745,-0.167754,-0.920574,-0.351239,N
-0.750405,-1.535691,-6.397595,8.53497,10.483486,3.135968,1.123015,1.4754,-2.030684,1.163578,-0.705559,8.087536,4.375604,-4.589811,-2.030722,0.934162,3.925838,3.61772,-0.382471,1.076435,-0.652581,-0.776601,-0.01519,-2.661603,-0.436362,-3.484694,-0.078612,2.28397,1.233358,1.942278,4.034794,3.258946,-0.470071,-0.617624,0.375223,2.905979,-1.025118,0.082527,-2.436246,-0.382897,0.746923,-1.880759,-2.155723,-0.214838,0.327408,0.021703,0.213408,-1.206172,0.599083,0.627401,-1.729468,0.871603,-0.005081,-1.455695,-0.022841,0.210306,0.782614,0.999063,0.601436,1.398779,1.167569,-0.475032,0.794193,-0.157931,N
1.747719,3.888019,-6.114589,5.981045,6.74754,8.422813,-5.994847,0.428297,2.625147,-4.673218,1.364304,3.673031,2.565778,0.535941,-2.30044,6.728365,-3.816434,2.559543,1.829654,-1.267777,2.164983,3.120993,1.087729,0.43662,2.340616,-1.505973,1.095349,-0.274031,-0.470203,-1.611979,0.538147,0.925423,-2.061065,-2.685189,-1.644897,1.183449,2.742404,0.65738,-2.780348,1.483017,-0.415685,-0.301055,0.239969,-1.354586,-0.594761,-0.106471,0.238453,-1.791447,-0.397563,0.444495,0.600559,-2.462944,1.192225,-1.219988,0.996544,1.348326,0.107843,0.030419,-0.076097,-1.192417,1.222407,0.914206,1.028472,-1.231356,N
-1.145815,-2.230921,-6.347507,12.490354,11.531242,5.196733,0.0601,2.525593,0.333609,-1.313403,1.162202,4.430069,4.228388,-1.445869,1.103466,4.264931,-0.608306,3.773052,-2.032774,-1.269661,4.762692,0.42617,-3.796276,-2.196913,2.160588,-1.613212,-1.670247,2.03768,0.753812,-0.967161,0.681045,2.505526,-3.075881,1.00035,1.342949,-0.832053,2.559724,2.640067,-1.273045,-0.700694,1.232028,-1.460434,-2.171219,-0.285427,-0.717467,-0.26911,1.240284,-1.273371,0.776595,0.514123,-1.395507,0.871801,1.024676,-1.556652,0.18204,0.234102,1.1105,-0.195227,0.932523,-1.698715,-0.370248,0.734559,0.754731,0.42668,N
2.05513,3.827134,-4.003058,6.686029,3.891355,6.893692,-8.969867,0.483826,-1.263387,-5.324112,0.429075,2.914478,-0.022039,0.684183,0.262398,5.897535,-3.178246,0.592598,2.196854,-4.255258,1.973735,1.028007,0.018236,3.451433,0.61199,-4.551661,1.165133,-0.369649,-2.302872,0.292521,1.24186,-0.151171,-1.374279,-1.356381,-1.767189,-0.855862,1.389738,1.266644,-0.198895,0.803534,-1.385668,0.423735,-0.625647,-1.383455,0.537834,-0.996594,-0.027323,-2.650759,-0.611381,2.187333,-0.107147,-1.846733,1.11077,0.256577,2.106358,2.022483,-0.801684,-1.692489,0.818359,-1.711152,-0.003196,1.372483,-0.956125,-0.320062,N
5.80598,0.702963,-7.208826,9.783393,8.716195,3.921753,-2.856037,0.499068,-2.216648,-2.104962,-0.784225,3.735397,1.774723,-3.138217,-1.116722,3.634954,-3.328315,3.957088,-1.810804,-1.309474,3.982269,0.82125,-1.723173,0.122715,2.527576,-1.01574,3.722303,1.412034,1.354173,-1.594677,-1.996524,2.104761,-1.589234,-0.290827,2.025473,0.212133,2.464231,0.954526,-1.525213,-0.058447,-1.037799,-1.385382,0.095887,0.001623,0.843675,0.513452,-1.133389,0.6721,-1.23941,-1.119132,-0.30946,1.034788,-0.523681,0.616661,0.303169,-0.947414,-0.233678,-0.39574,0.475964,-1.623641,-0.757627,0.186016,-0.810131,-0.714452,N
-1.436614,-7.105814,-4.314234,10.018739,8.131507,4.180461,-3.008707,2.249585,-3.807411,2.800504,-1.823779,7.101812,2.351451,-3.847089,1.219288,1.509468,-0.853336,2.687978,-2.633547,-1.371778,1.537752,-2.751192,0.426776,-2.189127,0.787255,-3.330884,-0.9399,0.868672,-0.366089,1.773583,1.784376,5.081954,-0.706242,-1.992215,1.886952,1.595327,0.872005,-1.231223,0.635365,1.21878,-0.441303,-1.821042,-2.289798,-2.144014,-1.826254,-1.278257,1.71642,-1.858342,-1.11931,0.35339,-2.593134,0.486627,0.880437,-0.411049,0.254646,0.012899,0.310121,-1.800241,-0.277677,0.986744,-0.051958,-0.120925,-0.106917,-0.260816,N
7.835745,7.498232,-7.832272,1.306329,5.020996,3.547023,-7.040846,-0.950504,-0.776795,-1.996628,0.572344,2.201516,1.467022,-0.418096,-1.862635,2.231014,1.89436,0.630616,0.679195,0.755281,1.866369,0.975594,-1.175188,-2.371736,-0.540921,2.714498,1.67126,-1.155823,-0.156967,-0.696859,1.807064,0.69967,-1.564243,1.668367,-0.114324,0.05545,0.201541,-2.447244,-0.775835,-0.921412,0.800245,-0.536284,2.768138,2.403589,-0.590681,-0.094709,-1.021407,-0.492311,0.082255,0.556625,-1.416286,0.199017,-0.200732,0.045026,1.436054,0.795514,0.323262,0.459516,1.818491,0.106654,0.532317,-0.024541,-0.073945,0.550263,N
2.85103,4.257556,-9.663946,7.914498,8.998275,6.320374,-3.880648,-1.145015,1.862445,-1.010175,0.033901,0.349708,2.014357,1.706082,-1.8771,4.554018,-1.318371,1.759452,-2.551749,0.321544,2.278663,0.924341,1.172637,0.965716,0.035079,-2.993595,1.903347,0.511538,0.349325,0.920011,0.420905,-0.17234,-3.212462,0.084922,-0.694973,0.832069,1.502634,1.422522,-1.78976,-0.221168,-1.070318,-1.501118,0.360312,0.379213,-0.243427,-0.215059,-1.474985,1.140262,-0.095407,-0.380677,0.752087,-0.354394,-0.090776,-0.59449,0.759636,-1.70891,-0.401235,0.477247,-0.765352,0.609787,1.877436,-0.786378,-0.309531,0.31816,N
