@relation mfeat

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute binaryClass {P,N}

@data
0.24944,0.342908,49.481164,168.344674,76.503267,275.160942,268.420219,0.123982,1.370794,17.632639,45.655581,149.344807,258.589982,0.044616,14.891904,102.599534,48.020308,156.950884,37.60909,0.177235,6.740321,15.225222,123.48445,160.015423,2.134404,38.035179,30.406141,234.592848,218.918184,1.169523,4.276698,80.409965,81.760501,6.630483,12.561894,355.631828,147.522906,0.970802,35.784765,41.099603,2.465824,254.106727,217.494056,7.948462,13.721792,76.467829,448.528339,N
0.123293,3.462753,24.381134,23.854662,101.922726,148.852226,245.895437,0.134972,3.83846,12.770121,82.955866,160.655433,116.278742,0.420905,7.375995,20.82966,104.660686,98.699575,58.215644,0.512327,5.252368,32.863429,122.068317,23.639041,1.062215,9.189907,92.715291,282.104886,69.051173,0.929974,9.355983,72.248708,113.487354,1.758074,46.223702,353.916659,70.071548,1.548344,30.527961,124.99971,10.323007,234.451186,373.43991,6.761828,75.204006,68.161326,496.776687,N
0.046757,0.854857,13.86094,50.158086,107.171029,248.062684,233.203712,0.051298,2.410016,24.497509,28.691322,151.719566,154.747524,0.101446,3.783911,21.496943,81.612716,132.830844,15.354469,0.306937,7.773292,21.227738,109.961413,85.394355,0.505472,6.192436,67.628991,288.098879,155.233463,1.179424,9.359985,63.879489,41.659152,0.902179,32.825474,356.888175,17.845832,1.863207,26.644895,19.148033,7.17878,232.616994,361.154606,5.765417,24.936981,66.770116,502.667016,N
0.07892,1.837755,18.596405,59.459745,60.661,358.990229,211.065587,0.09734,1.579274,17.596319,54.871761,155.870979,174.986297,0.219841,5.352698,31.541874,13.125003,246.065482,81.628399,0.206989,5.547108,32.920818,106.061841,74.039184,0.742261,10.703217,33.06103,294.919354,221.118898,0.844087,13.549762,63.222374,43.480907,1.760643,19.610421,332.347254,21.108506,2.659341,30.422779,66.490137,4.638566,213.435649,349.171433,7.516104,47.672738,61.022001,503.884019,N
0.110277,0.533082,27.906966,84.357289,122.304202,243.253237,159.081644,0.124204,3.178407,43.765769,34.059085,128.32906,106.875805,0.065859,8.437062,52.34281,75.781044,100.411364,37.597135,0.420121,14.469468,29.231771,140.993794,106.95553,1.213282,19.55968,50.225307,254.636717,145.375217,2.269805,13.487903,109.023507,142.595205,3.420033,22.751735,338.888891,42.99683,2.769048,53.199484,101.070349,4.856588,227.234702,400.460158,12.396428,66.241614,66.207669,545.881825,N
0.012897,1.082598,18.180156,53.553223,95.564758,225.390733,242.861374,0.060285,2.416236,25.115315,37.782635,111.78262,80.764762,0.125961,4.919507,25.65239,89.031591,122.206562,26.618466,0.300756,7.85176,36.176591,126.212724,34.234693,0.652125,8.099007,69.55666,289.037073,167.553938,1.182963,16.597044,103.863033,53.84076,1.266429,32.059673,342.483066,5.021128,3.333138,53.108475,83.7185,6.803929,218.289679,315.691862,12.722502,66.45262,61.933521,450.077443,N
0.071764,1.040838,8.848051,72.028429,114.538531,204.12591,252.939686,0.255784,4.582045,21.965719,42.997927,48.069745,69.696172,0.136601,3.484504,52.187896,200.903264,147.791402,82.887228,0.611876,7.448219,25.168471,27.445912,11.540406,0.576467,20.755598,174.23999,275.053817,84.646011,1.194803,10.077723,16.90872,51.538767,3.741549,84.359958,356.305405,21.269948,1.961028,8.929408,56.357872,18.52219,243.158539,231.193588,2.368723,33.009226,71.955086,369.744519,N
0.148703,3.108303,44.165236,119.628483,123.545278,244.546146,396.255938,0.219389,4.199674,7.544223,130.008461,192.318773,180.481874,0.399746,13.757583,75.641184,67.445462,203.169386,167.553075,0.544177,3.164636,76.218172,162.331138,181.371722,2.018273,28.657935,34.094307,269.83031,117.632382,0.568244,28.692018,105.655553,121.673682,5.064674,15.938195,363.180367,86.69679,5.237586,47.051491,56.802086,3.822315,256.19162,245.327901,10.501191,36.14205,77.093187,457.938639,N
0.008336,0.417782,7.698234,26.605789,82.595338,256.416712,204.643671,0.051714,2.038781,14.930197,20.158497,165.768017,139.260643,0.044217,1.870809,12.114217,86.921683,98.426256,49.301814,0.250581,4.556534,8.397688,127.781764,55.872198,0.228878,4.174247,78.458689,238.538251,174.628537,0.674102,3.09339,77.687721,24.028372,0.720244,38.174039,309.161658,7.69684,0.614059,32.658871,32.239271,8.307138,202.619589,304.846943,6.957436,22.839023,58.119021,432.99004,N
0.061989,2.862407,31.714018,46.790877,46.38093,282.885324,239.865607,0.245525,3.875945,2.822594,104.140372,274.133207,237.64198,0.346402,9.557779,32.169168,56.767518,141.71684,3.01551,0.517839,0.426118,54.041917,190.741497,147.460812,1.370919,12.640873,65.836173,213.152382,195.999811,0.092525,19.570277,108.01284,48.404223,2.274783,34.783148,332.091698,58.949747,3.58219,47.050017,75.262613,7.900477,236.83137,312.098323,10.925087,71.241639,71.033958,502.860652,N
0.097445,3.175342,27.797112,65.392512,152.990396,15.994471,225.36892,0.209801,5.081856,30.99927,89.435098,185.968019,59.880654,0.392294,8.409061,42.083939,179.692992,136.397495,115.521016,0.689611,10.318316,42.058901,173.878088,157.578303,1.214943,16.073122,136.977585,306.103238,19.550481,1.636421,12.928853,112.813259,166.032982,2.854585,62.846082,350.438557,115.687416,2.022112,48.182234,112.544774,13.446078,226.177988,345.497048,10.304106,62.044716,65.23518,433.44151,N
0.018825,0.966069,9.634921,29.535724,94.728894,340.680024,14.729182,0.07095,1.849696,7.329633,67.805995,210.809047,211.317624,0.110655,2.611728,15.235424,122.351391,119.029965,194.37848,0.223093,2.593896,40.791088,179.342771,125.411645,0.347169,5.202026,98.003676,201.210457,254.839584,0.424032,15.706877,121.800462,61.929527,0.866485,45.392853,308.358817,0.0558,2.90807,56.220693,61.307127,9.675724,212.339855,394.189345,12.785784,47.358561,62.234356,544.37834,N
0.072101,1.825656,11.096192,28.266792,104.173709,213.053558,331.586055,0.092285,1.923111,5.762591,58.927929,135.763872,56.962362,0.220607,3.467456,23.954659,147.507478,146.942662,126.637783,0.214872,1.518906,41.593536,164.199802,76.579792,0.507735,10.106182,129.148815,266.149191,67.374671,0.241101,17.065424,132.349005,107.173086,1.870685,62.932972,347.130765,2.974841,3.250148,65.627378,117.358446,13.840175,236.203643,262.800355,15.366578,83.307926,69.628299,402.617439,N
0.080654,2.500382,41.714725,109.631624,86.68716,264.422285,317.970053,0.071839,1.850457,6.221053,86.426811,254.588064,206.732514,0.304401,12.311317,64.453698,16.734685,141.938466,47.10418,0.229898,1.969868,41.738984,198.490422,144.374968,1.736897,23.203711,26.207497,213.751244,198.873318,0.302783,13.311211,117.410602,63.119117,3.955037,17.389488,332.979118,100.469479,2.126998,47.443966,30.249095,4.309587,238.010662,264.983429,9.752535,30.97383,71.47064,472.543757,N
0.100791,2.969853,27.89214,47.688605,104.935325,238.634709,208.694792,0.154055,4.415619,30.292093,7.79923,128.344832,68.653181,0.363827,8.321112,34.048948,96.25714,186.549002,28.160023,0.586288,10.20866,8.176828,120.125079,48.651885,1.187295,13.766951,90.692571,322.761959,170.334954,1.623962,6.433025,74.577857,104.908313,2.519612,46.524245,379.617436,12.230789,1.592311,29.423022,106.46382,10.532424,247.196856,325.679059,5.737614,64.302747,71.364483,478.142826,N
0.016287,2.137875,28.53957,32.02142,124.805287,196.84495,200.542158,0.162793,3.358892,14.958787,35.351832,167.478956,77.117468,0.248907,8.060678,18.592508,153.448211,44.231175,23.509661,0.437225,5.446112,24.883613,102.809342,26.389605,1.106694,6.845617,116.590717,275.936927,109.545983,0.902938,12.525754,61.770155,79.261971,1.199062,52.432181,370.167988,31.761108,2.715751,32.048973,70.585602,10.991074,248.501989,352.679673,8.290352,36.05899,72.46606,494.148511,N
0.082561,3.283164,30.287847,49.92575,86.916053,203.938897,139.476125,0.026238,2.225366,12.350397,43.664319,174.754832,120.025096,0.3919,8.766204,30.859274,151.260102,6.008083,35.006082,0.287232,4.336102,16.171919,120.451216,54.723763,1.223652,11.607816,127.786182,275.032383,150.457167,0.706419,3.937174,68.098518,113.559694,2.045367,60.593108,381.518263,25.855324,0.510795,27.666221,115.494348,13.108715,259.500346,384.382269,5.830915,68.759121,76.192905,539.116147,N
0.081173,1.228779,10.540623,101.960519,36.049809,189.142154,159.825002,0.130843,1.88524,31.172693,82.162522,130.141328,81.690608,0.140028,3.138541,56.385941,64.807257,248.972304,86.960323,0.237997,9.89158,59.753036,165.959498,97.277029,0.442831,19.376686,51.921125,395.007729,176.068541,1.503984,24.892609,130.523347,91.653959,3.190645,23.661965,393.907141,52.2828,4.775426,62.975197,110.275234,4.981919,234.734899,421.321121,14.43636,90.900258,64.609813,553.324971,N
0.056311,1.437852,9.579084,39.861486,50.247669,237.846837,143.896124,0.063606,2.314816,14.049546,73.586597,244.314616,163.556708,0.166323,2.692609,23.62257,45.740872,82.230037,78.084777,0.291045,4.540854,28.86749,173.596997,65.158662,0.367685,8.479163,57.274799,215.186067,189.647524,0.701474,7.85998,99.067602,44.064661,1.434854,30.624211,291.825006,12.399613,1.175254,40.89488,65.750069,6.96311,194.835484,314.619803,8.811192,46.25412,56.444482,451.069512,N
0.158298,4.34489,35.925909,50.365457,129.45517,269.056065,273.534489,0.064835,2.747393,20.199693,15.745202,93.498549,38.670564,0.543121,11.068293,39.346413,92.600025,199.090984,84.337358,0.369636,6.885302,9.156977,108.69405,56.422028,1.616779,16.96552,95.8169,239.930982,112.049414,1.113851,4.452755,75.997418,95.772181,3.226153,52.400011,323.323777,53.346764,1.009082,32.690845,94.489044,12.293705,228.467841,223.571067,6.805636,58.18011,68.797573,385.351251,N
0.084462,2.997592,26.026404,27.891468,150.908079,186.603772,257.617918,0.148003,4.196323,24.62881,27.783708,103.66515,130.527585,0.361144,7.832176,28.413833,143.157208,171.943007,60.053947,0.55751,8.448964,12.242666,109.625679,67.801001,1.122517,12.583653,113.403431,293.397691,87.335555,1.356001,4.772801,72.307206,59.010073,2.38433,54.11773,339.818035,7.246589,1.031593,29.978346,55.049539,11.851011,220.87507,264.623975,6.126752,32.507974,63.802895,386.391064,N
0.007187,1.189715,21.97481,87.714836,92.929612,330.809243,239.581135,0.033163,2.297489,21.800986,65.796794,96.457151,80.874196,0.142303,6.091255,44.637264,23.009187,234.334744,30.172594,0.295198,7.155188,39.580687,92.129196,22.767258,0.821087,14.670178,38.92202,231.658963,213.193882,1.106261,15.090757,64.415324,71.366003,2.354796,23.78135,277.76502,94.890805,2.765102,29.425021,73.232699,5.712543,187.290132,215.249033,6.566396,42.968458,54.929811,376.674124,N
0.085503,3.109787,23.401968,52.13541,113.065359,145.33832,209.338925,0.057956,1.243073,12.102261,60.058819,146.452484,90.246814,0.359824,6.568371,30.59783,175.976073,40.872907,44.233822,0.168739,3.955741,25.883366,89.174096,46.046733,0.897874,11.111806,140.744262,262.58285,95.334135,0.624732,8.699199,37.240567,19.413843,1.910699,64.744547,342.690461,2.020132,1.592977,10.006264,33.221899,13.751017,228.370529,265.309949,1.641606,31.02539,66.418284,391.400732,N
0.115311,1.149049,21.089469,102.89129,65.505108,231.319048,302.525843,0.061411,3.527814,40.478054,60.82482,90.859446,134.85014,0.134198,6.296929,60.38703,53.792627,201.902829,65.907201,0.449686,12.951565,46.087419,146.448589,111.743776,0.896342,21.70075,37.08307,343.043551,104.740138,1.98549,19.830546,129.722297,74.942704,3.692398,15.46054,380.705946,22.926283,3.897749,67.504073,38.616768,3.029198,240.028503,341.955524,16.248989,47.54218,68.045977,485.453876,N
0.061995,0.660853,21.303939,92.751866,156.775285,325.563053,250.434649,0.099621,2.823827,16.769494,27.046515,166.610499,195.461142,0.083481,6.282583,51.787306,77.042251,185.676691,71.614614,0.365491,4.880457,24.979411,159.148248,119.394413,0.88352,17.968206,30.902141,233.475095,287.014805,0.702097,12.012742,123.405678,28.937259,2.983248,10.526943,320.67376,126.863898,2.508146,62.880944,45.124882,2.101955,220.074761,271.571972,15.210667,51.885295,64.742045,478.419225,N
0.028007,2.271856,25.633147,45.428228,51.875489,188.31053,173.876437,0.166988,2.894837,32.767044,148.838542,207.16696,177.911456,0.275506,7.530121,24.093844,75.408407,44.088444,4.108563,0.386819,10.643139,84.258207,154.486665,127.408698,1.060916,8.354115,73.03366,241.552559,143.779508,1.645108,30.925928,94.233617,62.919375,1.409748,36.451432,340.367457,2.017244,5.539447,40.915462,102.294564,8.057507,233.03486,329.809446,9.059277,97.199632,68.613892,484.574807,N
0.070689,2.57034,34.628929,89.298864,131.116879,251.436238,242.392857,0.115239,2.141858,7.04002,63.505215,223.480831,173.157896,0.30654,9.886066,48.679737,52.778571,183.783724,6.797719,0.286862,2.750599,28.809726,159.871755,109.17156,1.362562,16.795117,34.614466,273.291759,153.675578,0.475444,10.079089,84.109827,44.634836,2.791051,19.317363,335.1732,7.879149,1.886177,31.210198,5.487673,4.629219,222.692063,329.057022,6.276312,6.684377,64.807302,483.153027,N
0.021998,1.343749,22.21331,32.088624,111.047816,165.989371,212.773231,0.067896,4.928634,49.289477,63.521904,96.572284,97.96552,0.161853,6.436651,19.991222,111.300229,110.816671,14.794669,0.633815,15.551064,45.007292,86.782489,119.777242,0.899706,7.692577,84.756687,288.307178,162.691323,2.355277,18.571816,57.59794,118.18755,1.376098,38.563167,348.296202,32.692664,3.552641,26.401898,56.487331,8.143781,225.991522,270.559313,6.088138,33.57208,64.915327,414.674491,N
0.079769,3.41289,31.202704,25.578131,136.008632,207.970004,122.126446,0.105903,3.983873,26.276681,12.582999,135.972418,146.555851,0.41065,9.09779,16.961162,144.147101,102.752721,64.090241,0.536908,9.202128,14.824275,104.060388,58.681077,1.27947,7.149649,110.805862,291.101999,175.3684,1.496933,8.629521,59.283819,104.463907,1.361566,50.956324,371.846675,5.811468,1.978225,24.65191,90.503053,10.871862,246.761478,333.533753,5.579093,42.748114,71.679107,484.029969,N
0.016615,1.671129,20.346117,49.649839,77.268198,146.288486,156.78514,0.102076,3.277474,22.276325,30.571111,191.298884,72.352139,0.193907,5.78922,31.467987,115.512851,218.075351,18.417825,0.418305,7.127919,15.172809,175.661795,156.628391,0.795685,11.658014,94.850171,365.873978,75.344299,1.091472,4.958035,115.317082,173.119321,2.010205,44.260129,375.999916,115.738303,0.829946,49.807016,135.598732,9.470761,228.327193,411.55657,10.676742,78.638421,63.562852,501.464331,N
0.09566,3.035152,23.998458,18.659208,124.181596,187.955075,202.303788,0.144834,3.34653,11.030329,70.338751,108.002444,209.994169,0.368455,7.313343,23.570524,121.669787,153.182332,36.664263,0.448618,4.285755,31.283601,118.812552,129.914988,1.057217,11.006645,105.793333,276.699213,87.401459,0.738949,8.967859,88.044147,80.898696,2.134736,52.467878,336.748512,28.756243,1.274115,41.161631,49.716786,11.687283,223.156481,303.83136,9.297377,20.92705,65.02304,426.480073,N
0.202542,4.571351,33.638358,106.630792,144.592773,58.888396,176.712832,0.168642,2.688221,7.496945,38.758822,127.480424,55.04781,0.576482,10.814382,72.041987,207.900335,103.615284,43.868253,0.363216,2.851098,15.777737,111.913358,41.873785,1.617486,28.070681,172.980371,287.864047,53.796211,0.498676,4.027079,69.285595,97.276565,5.025995,82.896755,347.15651,48.572269,0.540956,28.39206,93.728602,18.168589,228.778714,287.058704,5.872488,54.761861,66.656927,390.905759,N
0.072693,1.448326,27.227814,65.266391,85.781388,233.054337,126.099636,0.073645,5.096415,33.341286,56.284494,125.492199,237.593301,0.177095,8.062947,35.740885,94.386508,161.175898,24.889218,0.656674,11.740218,25.376857,96.846942,209.96456,1.14677,12.605583,74.575069,228.114966,183.373843,1.909243,9.579385,66.998003,170.276824,2.14613,34.580098,309.683281,87.624051,1.933741,32.550777,113.681671,7.375821,215.019223,212.468922,7.719488,53.136335,63.931121,381.837114,N
0.090043,3.229769,30.12649,46.047437,102.42128,120.738882,258.891976,0.043883,0.780588,8.934304,9.381209,120.640202,76.480628,0.38158,8.520015,27.33961,134.752961,165.459958,32.289306,0.099137,2.979166,9.370025,97.43985,124.059377,1.168762,10.308449,111.572535,370.076238,115.507857,0.470988,5.053706,61.601612,154.237422,1.826675,52.831125,421.046753,33.152033,1.109488,26.927541,143.045635,11.432546,267.917256,361.010592,5.938438,90.478798,76.376378,501.071217,N
0.018952,2.240651,33.188911,76.885695,97.862782,206.797245,308.436906,0.073608,0.997594,8.081401,50.273971,120.517718,173.134116,0.265985,9.283888,39.910858,107.448774,154.83867,65.382544,0.12482,2.372437,18.902481,83.050512,122.847668,1.261464,13.487994,87.965488,323.300105,132.555173,0.340635,4.789139,42.549311,67.513546,2.220567,41.720308,394.102428,22.743365,0.633997,14.844609,40.887835,9.037022,258.457103,301.427112,2.689952,29.209372,74.697822,462.909048,N
0.053888,2.063888,23.831094,76.059466,16.396453,337.82053,231.047242,0.02892,1.779468,16.262079,9.995217,56.140593,69.831321,0.243651,6.836971,39.0493,48.489572,253.249539,35.808592,0.226722,5.241862,6.696662,59.575325,114.153717,0.943255,12.836969,52.833267,358.008077,163.395794,0.810275,4.364309,39.952331,136.898558,2.05677,27.112603,405.256534,66.440488,1.020177,16.902713,117.936794,6.058989,259.622028,476.330424,3.508041,68.863028,74.192015,630.207417,N
0.117773,1.728777,28.955274,85.674435,107.047563,213.871806,263.063066,0.227943,4.495259,30.749553,148.152609,245.512083,187.947835,0.236612,9.031949,50.668238,65.556156,84.162247,49.046621,0.614124,10.863866,90.531896,187.234839,177.472104,1.328581,18.581057,39.718943,220.460966,124.649515,1.77647,35.158233,121.915002,75.775696,3.229842,16.888679,318.662205,0.616899,6.559694,58.348273,66.124363,3.492169,220.617531,335.000594,14.00406,95.51117,65.304397,496.004253,N
0.070547,3.478957,34.58763,84.878352,151.775513,229.365205,356.47783,0.041839,1.1014,8.370274,45.047631,94.938542,56.220285,0.418064,9.998688,46.127111,150.508027,113.535149,119.949044,0.136161,2.23563,22.744296,93.147573,27.39011,1.394466,16.146039,121.772017,245.037366,110.638118,0.299078,7.68538,65.096414,66.033597,2.729594,58.291735,355.791943,41.788586,1.300586,29.669968,88.173121,12.753492,249.115132,267.580495,6.618805,65.152166,74.258973,440.156785,N
0.024776,1.461077,18.534492,49.539981,103.290308,227.396059,168.821683,0.09213,3.217852,22.828856,38.756919,127.327266,28.530115,0.17163,5.062898,21.877622,105.362991,91.825388,61.444814,0.401023,7.375511,31.789615,83.331858,114.267183,0.677055,6.538509,79.910033,272.567193,155.815476,1.12966,14.035265,55.07267,129.257508,0.986103,36.16714,340.170722,48.072213,2.778202,28.576503,89.667607,7.604146,220.557476,390.909243,7.16821,40.36007,63.049053,516.286433,N
0.00764,0.570428,8.163799,73.681006,121.402688,274.923649,182.858968,0.057902,0.695926,14.052886,65.638616,159.166027,35.807646,0.062488,2.095266,33.303121,44.435088,161.294896,91.611709,0.086082,4.088374,44.403099,61.894487,43.925426,0.265458,9.899631,25.701498,236.19975,192.10822,0.587417,17.873742,24.8565,51.199797,1.46827,14.781743,275.460998,7.933585,3.35525,20.612502,68.793954,3.587066,175.925046,334.352124,6.264755,60.777169,49.959381,455.890843,N
0.202542,1.019051,26.437789,94.285541,114.07428,282.305821,254.372569,0.190245,3.232893,45.88774,39.440371,121.265509,95.947113,0.133017,8.238799,56.878108,52.868163,171.791847,43.196653,0.441308,16.695558,45.829162,116.761432,86.860286,1.216091,21.409725,37.169181,227.776386,155.792406,2.77882,23.175425,78.764613,129.126733,3.804857,17.463472,322.159891,66.327229,4.959702,34.61617,77.659106,3.687044,226.29811,255.517263,7.519545,37.305337,67.616551,436.795436,N
0.338142,7.219953,42.335397,75.424339,142.687749,120.34967,273.173313,0.232074,3.33396,7.055994,96.267292,144.92047,104.700601,0.940508,14.457454,65.754568,188.895014,137.936574,142.095157,0.47509,1.961627,53.885462,171.827176,47.947982,2.260567,29.175179,174.263351,297.242249,14.392538,0.312368,18.705996,131.316504,87.42455,5.646114,90.246743,384.470193,41.307812,3.142469,62.815622,91.564588,20.815535,267.865771,298.368327,14.422793,59.0256,80.75317,438.58911,N
0.052145,2.265549,36.005988,94.276345,65.380635,256.408602,182.985757,0.11078,1.442853,20.878818,42.223146,178.853428,50.906157,0.278863,10.595482,57.482827,124.955777,73.12522,14.313446,0.170044,6.326112,40.448917,130.374172,45.178482,1.494718,21.202889,108.473845,210.395424,118.596699,0.9303,18.755822,92.426014,57.091313,3.671236,52.072708,319.814813,9.557491,3.805207,47.438653,57.255632,11.342931,222.911899,315.109338,11.691455,45.601179,66.059628,456.51898,N
0.09901,3.538447,33.648592,70.784862,154.867297,282.588243,313.83218,0.026197,0.26668,6.026814,35.097329,113.389198,51.487707,0.426131,9.742503,37.9505,60.863039,188.982006,102.402762,0.020792,1.409404,17.106624,102.056831,12.963073,1.358118,13.382748,55.415387,210.944147,94.99224,0.167396,5.79325,70.3733,61.373905,2.285542,32.204264,297.423389,20.802762,1.003155,32.47527,96.104558,7.733797,210.575973,262.303403,7.36488,76.94746,63.126911,412.496716,N
0.035842,2.754114,30.710504,50.289644,166.013461,272.95953,289.267819,0.05389,1.585291,16.445645,12.282182,103.484627,61.200101,0.327172,8.808339,23.827476,110.918351,153.269437,64.068925,0.200508,5.441208,4.252862,101.538649,30.096823,1.220167,8.121192,85.162518,197.547595,148.458958,0.856989,3.284759,72.041729,83.047245,1.38916,41.566366,305.930647,78.590529,0.82668,33.029004,89.177677,9.218266,218.99972,215.80258,7.364679,57.174386,65.789574,385.585739,N
0.041868,2.034311,22.530521,60.375211,87.113962,251.265676,369.240698,0.09918,2.023286,9.547757,133.58464,135.44641,195.787319,0.241361,6.4754,30.11185,64.899972,147.134443,105.501679,0.240501,2.761736,71.241899,119.852965,117.297388,0.895077,9.862825,58.092807,263.117202,114.679209,0.391988,24.79471,80.977447,56.822885,1.587228,29.365495,344.462933,22.004735,4.256631,36.646967,83.727163,6.567709,231.896662,291.29114,8.186153,69.195363,67.743362,450.220153,N
0.054278,1.352761,27.637,71.74509,51.107788,271.164447,87.235208,0.040248,3.563941,37.000605,36.084037,193.241911,137.127757,0.160435,7.923911,39.336993,74.229612,82.762795,135.989248,0.46253,12.252807,28.680803,125.068953,45.363646,1.096918,13.665235,62.378414,268.15201,245.101753,1.913662,13.461037,63.15687,62.109206,2.284185,28.937458,357.777642,31.726214,2.786564,22.917271,48.437671,6.118295,237.764873,356.033502,4.485746,17.673586,68.799475,523.418697,N
0.072076,2.455563,16.004151,11.919942,71.576683,265.9197,223.333524,0.076637,2.843799,12.169349,80.943054,224.598966,231.038784,0.289036,4.648858,5.024897,67.807878,122.185496,36.19363,0.357763,4.161098,38.073452,174.273896,122.729484,0.648013,1.711236,68.241663,209.494365,207.913615,0.667336,12.529528,107.16612,50.686424,0.304444,35.015155,302.628441,69.442729,2.135988,46.445341,53.700218,7.849065,208.543447,261.857186,10.259865,36.752646,61.406051,425.264129,N
0.083014,1.935969,21.049438,99.200762,92.238914,259.828261,349.158582,0.208385,1.580546,33.827632,78.404589,81.051574,80.438914,0.23969,6.090538,48.304872,42.017303,187.694144,63.654527,0.218547,10.62051,56.769628,56.848749,39.736174,0.85213,15.497737,25.774169,281.593386,145.779342,1.609822,24.215336,19.554185,5.512848,2.4581,12.909224,326.862596,49.345306,4.749312,2.685714,30.57224,2.951848,211.026439,247.936708,1.484167,28.093242,60.499173,399.376518,N
0.131538,4.288751,37.347314,60.245929,106.66997,193.849316,302.582357,0.117368,1.953942,4.802811,97.62585,154.183463,30.129172,0.532641,11.521358,45.888509,122.70345,196.608137,125.933956,0.238298,2.015301,63.663824,184.638087,74.253858,1.67841,18.875449,109.750546,312.79747,31.72507,0.355358,25.149146,151.952368,106.225855,3.479188,55.217366,363.623916,52.444748,4.690739,76.935799,107.670286,12.43743,239.779322,318.126615,18.281538,75.411102,70.012752,443.083645,N
0.15594,2.467661,52.814532,129.91484,138.433625,240.287474,435.041091,0.028403,2.756546,15.73784,72.608133,74.840663,115.512825,0.312573,15.930661,79.362775,105.905339,207.413072,218.615628,0.351269,4.943362,34.046288,82.039185,82.706334,2.28755,29.594935,69.331748,319.038155,54.70492,0.754774,10.668032,68.694831,42.016763,5.185256,30.377382,407.000992,26.104265,1.689355,35.439691,41.00297,6.414972,279.327516,289.296686,8.521434,35.297389,82.997172,481.149264,N
0.164545,0.67588,42.731036,146.305278,129.63236,233.838157,366.226592,0.085028,2.706093,28.525748,88.808381,146.486822,137.730883,0.07726,12.834475,86.249911,93.287153,133.260885,115.666588,0.369584,9.757176,52.301787,128.142532,107.525332,1.837038,31.363974,57.628777,271.449732,143.956159,1.57326,20.000852,91.528047,54.658553,5.401364,23.66034,378.664643,70.872218,3.710144,44.658056,87.077258,4.70868,262.504768,282.989102,10.601177,88.88399,77.959468,489.16961,N
0.042466,1.922617,37.012103,105.273625,107.983471,254.813508,325.209707,0.122058,2.505774,12.320343,53.223214,89.296493,185.413062,0.226639,10.463201,55.558113,94.432457,192.81549,104.403754,0.315253,3.937084,24.223425,85.265655,140.280827,1.432367,18.782736,68.11326,302.872909,99.867651,0.601862,8.384987,67.710975,80.511198,3.079136,30.52059,368.019801,12.568879,1.538901,34.715881,57.147361,6.406399,243.549141,292.932348,8.384828,44.470123,70.781438,449.872135,N
0.062177,0.508023,28.747121,127.29585,88.597812,330.056628,443.219098,0.170522,3.730682,22.486504,86.299079,69.661404,125.764594,0.066079,8.513503,70.264916,48.832082,232.939526,128.785959,0.475564,7.093001,56.351082,97.158432,76.810213,1.203026,24.374644,31.892359,310.026132,152.141839,1.075194,22.468081,86.556867,19.247103,4.058481,14.699832,383.967539,70.472895,4.228073,46.18648,52.492545,3.162035,257.476413,287.435352,11.358037,51.468384,75.295815,487.275137,N
0.094925,0.763327,30.786404,114.131389,154.102369,356.538148,337.041598,0.147155,3.0804,8.579933,40.724722,170.857264,133.354262,0.089616,8.981824,63.73755,74.231238,225.469191,60.63317,0.419965,2.929409,23.044003,107.394373,60.175075,1.257816,22.234585,37.379718,245.553211,169.495014,0.464684,8.94353,45.018537,25.602398,3.714489,16.352948,342.044585,46.015728,1.712675,14.777413,68.055713,3.569095,239.800154,331.194978,3.61185,61.43524,71.438748,525.651108,N
0.034903,1.509068,16.302906,50.782184,35.907699,226.867716,176.870743,0.072109,3.47182,31.186841,64.093558,111.349032,82.192841,0.175446,4.735026,28.160361,34.221619,126.471488,95.696421,0.441711,9.929401,40.56587,122.67168,158.828208,0.659694,9.724688,39.144299,285.387838,200.109879,1.511647,16.122285,86.090737,180.025837,1.609885,19.999188,330.702633,11.202297,3.028352,38.006988,152.093384,4.419736,208.402261,362.228117,8.170345,94.328552,58.760563,495.202645,N
