S1_Temp,S2_Temp,S1_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2_Slope,S6_PIR,S7_PIR,target
25.06,25.06,9,29,0.08,0.06,0.07,0.05,-0.0961538461538,0,0,0
25.06,25.06,8,29,0.09,0.05,0.07,0.05,-0.119230769231,0,0,0
25.06,25.06,9,29,0.08,0.05,0.06,0.05,-0.0923076923077,0,0,0
25.06,25.13,9,29,0.08,0.05,0.06,0.05,-0.0653846153846,0,0,0
25.13,25.06,9,29,0.09,0.06,0.06,0.06,-0.0846153846154,0,0,0
25.13,25.06,8,29,0.09,0.05,0.06,0.05,-0.15,0,0,0
25.06,25.06,8,29,0.08,0.07,0.09,0.05,-0.215384615385,0,0,0
25.06,25.06,9,29,0.16,0.11,0.17,0.05,-0.230769230769,0,0,0
25.06,25.13,9,29,0.08,0.05,0.07,0.05,-0.196153846154,0,0,0
25.06,25.06,9,29,0.08,0.06,0.06,0.06,-0.161538461538,0,0,0
25.13,25.13,9,29,0.08,0.06,0.07,0.06,-0.126923076923,0,0,0
25.13,25.06,9,29,0.08,0.05,0.06,0.06,-0.0923076923077,0,0,0
25.06,25.13,8,29,0.08,0.07,0.1,0.06,-0.0576923076923,0,0,0
25.06,25.13,8,29,0.12,0.07,0.07,0.06,-0.0692307692308,0,0,0
25.13,25.13,9,29,0.08,0.05,0.06,0.06,-0.0769230769231,0,0,0
25.13,25.13,9,29,0.09,0.05,0.07,0.07,-0.0807692307692,0,0,0
25.13,25.06,9,29,0.08,0.05,0.06,0.06,-0.0807692307692,0,0,0
25.06,25.06,9,29,0.08,0.06,0.07,0.06,-0.0307692307692,0,0,0
25.06,25.06,9,29,0.08,0.05,0.07,0.05,0.0192307692308,0,0,0
25.06,25.06,9,29,0.08,0.05,0.06,0.05,0.0692307692308,0,0,0
25.06,25.06,9,29,0.08,0.05,0.06,0.06,0.0692307692308,0,0,0
25.06,25.06,9,30,0.08,0.05,0.07,0.06,0.0692307692308,0,0,0
25.06,25.13,9,30,0.08,0.05,0.07,0.06,0.0730769230769,0,0,0
25.06,25.06,9,30,0.08,0.05,0.06,0.05,0.0307692307692,0,0,0
25.13,25.06,9,30,0.08,0.05,0.07,0.06,-0.0115384615385,0,0,0
25.13,25.13,9,30,0.07,0.05,0.07,0.06,-0.0538461538462,0,0,0
25.13,25.13,9,30,0.08,0.05,0.06,0.05,-0.0961538461538,0,0,0
25.13,25.13,9,30,0.08,0.05,0.06,0.05,-0.0884615384615,0,0,0
25.06,25.13,9,30,0.08,0.07,0.07,0.05,-0.0769230769231,0,0,0
25.13,25.06,9,30,0.08,0.05,0.06,0.07,-0.0653846153846,0,0,0
25.13,25.13,9,30,0.08,0.05,0.07,0.06,-0.103846153846,0,0,0
25.13,25.13,9,31,0.08,0.06,0.07,0.06,-0.0961538461538,0,0,0
25.13,25.13,9,30,0.08,0.06,0.06,0.06,-0.0923076923077,0,0,0
25.13,25.13,10,31,0.09,0.06,0.07,0.06,-0.0884615384615,0,0,0
25.06,25.13,10,31,0.08,0.06,0.06,0.06,-0.0346153846154,0,0,0
25.13,25.06,10,31,0.08,0.06,0.06,0.06,0.0192307692308,0,0,0
25.13,25.13,10,31,0.09,0.06,0.06,0.05,0.0269230769231,0,0,0
25.13,25.13,10,31,0.08,0.05,0.07,0.06,0.0846153846154,0,0,0
25.13,25.13,10,31,0.08,0.05,0.06,0.07,0.0923076923077,0,0,0
25.13,25.13,9,30,0.08,0.05,0.07,0.05,0.0961538461538,0,0,0
25.06,25.13,9,30,0.08,0.05,0.06,0.06,0.0961538461538,0,0,0
25.06,25.13,9,30,0.09,0.05,0.07,0.06,0.0923076923077,0,0,0
25.13,25.13,9,30,0.08,0.05,0.07,0.05,0.134615384615,0,0,0
25.06,25.13,9,30,0.08,0.06,0.06,0.06,0.130769230769,0,0,0
25.13,25.13,10,31,0.08,0.06,0.08,0.06,0.130769230769,0,0,0
25.06,25.13,10,32,0.08,0.05,0.05,0.06,0.134615384615,0,0,0
25.13,25.13,10,31,0.08,0.05,0.06,0.06,0.138461538462,0,0,0
25.06,25.13,10,32,0.08,0.05,0.07,0.06,0.0923076923077,0,0,0
25.13,25.13,10,32,0.08,0.05,0.05,0.06,0.0461538461538,0,0,0
25.13,25.13,10,32,0.08,0.05,0.06,0.06,-1.23168185923e-17,0,0,0
25.06,25.13,10,33,0.08,0.05,0.06,0.06,-0.0461538461538,0,0,0
25.13,25.13,10,33,0.08,0.05,0.06,0.05,-0.0923076923077,0,0,0
25.06,25.13,10,34,0.08,0.05,0.06,0.06,-0.138461538462,0,0,0
25.13,25.13,10,33,0.08,0.05,0.06,0.06,-0.184615384615,0,0,0
25.06,25.13,10,33,0.08,0.06,0.06,0.06,-0.134615384615,0,0,0
25.13,25.13,10,33,0.08,0.05,0.06,0.05,-0.134615384615,0,0,0
25.06,25.13,10,33,0.08,0.06,0.07,0.06,-0.134615384615,0,0,0
25.13,25.13,10,33,0.08,0.05,0.07,0.07,-0.130769230769,0,0,0
25.13,25.13,10,32,0.08,0.06,0.06,0.06,-0.173076923077,0,0,0
25.06,25.13,10,33,0.08,0.06,0.06,0.06,-0.165384615385,0,0,0
25.13,25.13,10,33,0.08,0.05,0.06,0.06,-0.153846153846,0,0,0
25.13,25.13,10,33,0.08,0.05,0.06,0.06,-0.188461538462,0,0,0
25.13,25.13,10,32,0.08,0.05,0.06,0.06,-0.126923076923,0,0,0
25.13,25.13,10,32,0.08,0.05,0.07,0.06,-0.0653846153846,0,0,0
25.13,25.13,10,33,0.08,0.05,0.07,0.06,-0.00384615384615,0,0,0
25.13,25.13,10,33,0.08,0.05,0.05,0.06,0.0576923076923,0,0,0
25.13,25.13,10,33,0.08,0.05,0.07,0.06,0.119230769231,0,0,0
25.13,25.13,10,33,0.09,0.05,0.06,0.07,0.180769230769,0,0,0
25.13,25.13,10,34,0.08,0.05,0.06,0.06,0.192307692308,0,0,0
25.13,25.13,10,34,0.08,0.04,0.06,0.06,0.153846153846,0,0,0
25.13,25.13,10,34,0.08,0.04,0.06,0.06,0.161538461538,0,0,0
25.13,25.19,10,34,0.08,0.05,0.08,0.06,0.169230769231,0,0,0
25.13,25.13,10,34,0.08,0.05,0.07,0.05,0.130769230769,0,0,0
25.13,25.13,10,35,0.08,0.06,0.06,0.06,0.138461538462,0,0,0
25.13,25.19,10,35,0.08,0.05,0.06,0.06,0.0961538461538,0,0,0
25.13,25.13,10,34,0.08,0.05,0.07,0.06,0.0538461538462,0,0,0
25.13,25.13,10,34,0.09,0.05,0.06,0.06,0.0115384615385,0,0,0
25.13,25.13,10,35,0.08,0.05,0.06,0.06,-0.0307692307692,0,0,0
25.13,25.13,10,35,0.08,0.05,0.06,0.07,-0.0730769230769,0,0,0
25.13,25.13,11,36,0.08,0.06,0.06,0.06,-0.0653846153846,0,0,0
25.13,25.13,11,37,0.08,0.06,0.06,0.06,-0.0538461538462,0,0,0
25.13,25.13,11,37,0.09,0.06,0.06,0.06,-0.0884615384615,0,0,0
25.19,25.13,11,37,0.07,0.05,0.06,0.05,-0.0769230769231,0,0,0
25.13,25.13,11,36,0.08,0.06,0.07,0.06,-0.0692307692308,0,0,0
25.13,25.13,11,36,0.08,0.05,0.06,0.05,-0.0653846153846,0,0,0
25.13,25.13,11,36,0.1,0.09,0.09,0.06,-0.0653846153846,0,0,0
25.13,25.13,10,35,0.08,0.06,0.06,0.06,-0.0692307692308,0,0,0
25.13,25.13,10,35,0.09,0.06,0.07,0.06,-0.0730769230769,0,0,0
25.13,25.13,10,35,0.12,0.12,0.1,0.07,-0.0269230769231,0,0,0
25.13,25.13,10,35,0.09,0.05,0.08,0.06,-0.0269230769231,0,0,0
25.13,25.13,10,35,0.08,0.05,0.07,0.06,-0.0230769230769,0,0,0
25.13,25.13,10,34,0.09,0.05,0.07,0.07,0.0307692307692,0,0,0
25.13,25.13,10,35,0.08,0.05,0.06,0.06,0.0846153846154,0,0,0
25.13,25.13,10,35,0.08,0.05,0.06,0.05,0.138461538462,0,0,0
25.13,25.13,10,35,0.08,0.05,0.06,0.05,0.142307692308,0,0,0
25.13,25.13,10,35,0.08,0.05,0.06,0.05,0.192307692308,0,0,0
25.19,25.13,10,35,0.08,0.05,0.07,0.05,0.192307692308,0,0,0
25.19,25.13,10,35,0.09,0.05,0.06,0.06,0.188461538462,0,0,0
25.13,25.13,10,35,0.09,0.05,0.06,0.05,0.184615384615,0,0,0
25.13,25.13,10,35,0.08,0.08,0.07,0.06,0.134615384615,0,0,0
25.13,25.13,10,35,0.09,0.05,0.06,0.06,0.130769230769,0,0,0
25.19,25.13,10,35,0.08,0.05,0.07,0.06,0.123076923077,0,0,0
25.19,25.13,10,35,0.08,0.05,0.07,0.06,0.111538461538,0,0,0
25.13,25.13,10,34,0.09,0.05,0.06,0.06,0.0961538461538,0,0,0
25.19,25.13,10,34,0.08,0.06,0.06,0.06,0.0769230769231,0,0,0
25.13,25.13,10,35,0.15,0.15,0.17,0.07,0.0538461538462,0,0,0
25.13,25.13,10,35,0.08,0.05,0.06,0.06,0.0269230769231,0,0,0
25.13,25.13,11,36,0.08,0.05,0.06,0.06,0.0461538461538,0,0,0
25.19,25.13,11,37,0.08,0.05,0.06,0.06,0.0653846153846,0,0,0
25.13,25.13,11,36,0.08,0.05,0.06,0.06,0.0846153846154,0,0,0
25.19,25.13,10,35,0.09,0.05,0.08,0.06,0.103846153846,0,0,0
25.13,25.13,10,35,0.09,0.06,0.07,0.06,0.123076923077,0,0,0
25.13,25.13,11,36,0.08,0.05,0.07,0.07,0.0923076923077,0,0,0
25.13,25.13,11,36,0.08,0.05,0.06,0.06,0.107692307692,0,0,0
25.19,25.19,11,36,0.09,0.07,0.07,0.06,0.0730769230769,0,0,0
25.13,25.13,11,36,0.08,0.05,0.06,0.06,-0.0115384615385,0,0,0
25.19,25.13,11,36,0.09,0.06,0.06,0.05,6.1584092961300004e-18,0,0,0
25.13,25.13,11,36,0.09,0.07,0.07,0.06,0.0115384615385,0,0,0
25.19,25.19,11,37,0.1,0.08,0.07,0.07,0.0230769230769,0,0,0
25.19,25.19,11,38,0.08,0.05,0.06,0.06,0.0346153846154,0,0,0
25.19,25.13,11,38,0.08,0.05,0.07,0.06,0.0461538461538,0,0,0
25.19,25.19,11,38,0.08,0.06,0.07,0.06,0.0576923076923,0,0,0
25.19,25.13,12,39,0.08,0.05,0.06,0.06,0.0692307692308,0,0,0
25.19,25.13,13,42,0.08,0.06,0.07,0.06,0.0307692307692,0,0,0
25.13,25.13,13,41,0.08,0.05,0.07,0.06,-0.0115384615385,0,0,0
25.19,25.19,12,40,0.07,0.05,0.06,0.06,-0.00769230769231,0,0,0
25.19,25.19,12,40,0.08,0.06,0.06,0.06,-0.00384615384615,0,0,0
25.19,25.19,13,41,0.08,0.05,0.06,0.05,7.69801162017e-19,0,0,0
25.19,25.19,12,41,0.08,0.06,0.07,0.05,-0.0423076923077,0,0,0
25.19,25.13,12,38,0.1,0.05,0.08,0.06,-0.0346153846154,0,0,0
25.19,25.19,12,39,0.08,0.05,0.06,0.06,-0.0269230769231,0,0,0
25.19,25.19,12,40,0.08,0.05,0.05,0.06,-0.0192307692308,0,0,0
25.19,25.19,12,40,0.08,0.05,0.06,0.06,-0.0115384615385,0,0,0
25.19,25.13,12,40,0.08,0.06,0.07,0.06,-0.00384615384615,0,0,0
25.19,25.19,11,39,0.08,0.05,0.06,0.07,-0.0423076923077,0,0,0
25.19,25.13,12,39,0.08,0.05,0.06,0.06,-0.0769230769231,0,0,0
25.19,25.13,11,38,0.08,0.06,0.07,0.06,-0.0615384615385,0,0,0
25.19,25.19,11,39,0.08,0.05,0.06,0.07,-0.0923076923077,0,0,0
25.19,25.19,11,38,0.08,0.05,0.06,0.06,-0.119230769231,0,0,0
25.19,25.19,11,37,0.08,0.05,0.06,0.07,-0.0961538461538,0,0,0
25.19,25.19,12,39,0.08,0.06,0.06,0.06,-0.169230769231,0,0,0
25.19,25.19,12,40,0.08,0.04,0.06,0.05,-0.192307692308,0,0,0
25.19,25.19,12,39,0.08,0.05,0.07,0.06,-0.165384615385,0,0,0
25.19,25.13,12,39,0.09,0.06,0.06,0.06,-0.138461538462,0,0,0
25.19,25.19,12,40,0.08,0.05,0.06,0.06,-0.111538461538,0,0,0
25.19,25.19,12,40,0.09,0.06,0.06,0.06,-0.0846153846154,0,0,0
25.19,25.19,13,42,0.08,0.09,0.07,0.06,-0.103846153846,0,0,0
25.19,25.19,13,44,0.11,0.05,0.09,0.06,-0.119230769231,0,0,0
25.19,25.19,13,42,0.08,0.06,0.07,0.07,-0.0846153846154,0,0,0
25.19,25.19,13,42,0.08,0.05,0.06,0.06,-0.05,0,0,0
25.19,25.19,13,42,0.08,0.05,0.06,0.05,-0.0153846153846,0,0,0
25.19,25.19,13,42,0.08,0.05,0.07,0.06,-0.0269230769231,0,0,0
25.19,25.19,13,43,0.08,0.05,0.07,0.05,-0.0346153846154,0,0,0
25.19,25.19,13,42,0.08,0.05,0.06,0.06,-0.0423076923077,0,0,0
25.19,25.19,13,42,0.08,0.06,0.07,0.05,-0.05,0,0,0
25.19,25.19,13,41,0.08,0.06,0.07,0.06,-0.0538461538462,0,0,0
25.19,25.19,13,41,0.08,0.07,0.08,0.06,-0.0538461538462,0,0,0
25.19,25.19,12,40,0.11,0.08,0.09,0.06,-0.05,0,0,0
25.19,25.19,13,40,0.1,0.06,0.14,0.11,-0.0423076923077,0,0,0
25.19,25.19,13,41,0.07,0.05,0.06,0.06,-0.0346153846154,0,0,0
25.19,25.19,13,42,0.09,0.05,0.06,0.06,-0.0307692307692,0,0,0
25.19,25.19,13,42,0.08,0.05,0.06,0.06,0.0192307692308,0,0,0
25.19,25.19,13,41,0.08,0.05,0.06,0.06,0.0192307692308,0,0,0
25.19,25.19,13,41,0.09,0.05,0.06,0.06,0.0153846153846,0,0,0
25.19,25.19,13,42,0.08,0.05,0.06,0.06,0.0576923076923,0,0,0
25.19,25.19,13,43,0.08,0.07,0.06,0.06,0.05,0,0,0
25.19,25.19,14,43,0.08,0.05,0.07,0.07,0.0384615384615,0,0,0
25.19,25.19,14,44,0.08,0.05,0.06,0.07,0.0269230769231,0,0,0
25.19,25.19,14,45,0.09,0.05,0.06,0.06,0.0192307692308,0,0,0
25.19,25.19,14,45,0.09,0.05,0.06,0.06,0.0153846153846,0,0,0
25.19,25.19,14,45,0.16,0.14,0.08,0.06,0.0615384615385,0,0,0
25.19,25.19,14,45,0.07,0.05,0.14,0.06,0.0576923076923,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.06,0.05,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.05,0.0884615384615,0,0,0
25.19,25.19,14,45,0.08,0.05,0.07,0.06,0.126923076923,0,0,0
25.19,25.19,14,45,0.08,0.05,0.07,0.05,0.165384615385,0,0,0
25.19,25.19,14,45,0.08,0.04,0.06,0.06,0.153846153846,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.06,0.138461538462,0,0,0
25.19,25.19,14,45,0.08,0.06,0.06,0.06,0.169230769231,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.06,0.15,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.06,0.126923076923,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.06,0.1,0,0,0
25.19,25.19,14,45,0.08,0.06,0.06,0.06,0.0692307692308,0,0,0
25.19,25.19,14,45,0.07,0.06,0.06,0.06,0.0346153846154,0,0,0
25.19,25.19,14,45,0.09,0.06,0.06,0.06,0.0461538461538,0,0,0
25.19,25.19,14,45,0.09,0.05,0.07,0.07,0.0576923076923,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.06,0.0692307692308,0,0,0
25.19,25.19,14,45,0.08,0.05,0.07,0.06,0.0807692307692,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.06,0.0923076923077,0,0,0
25.19,25.19,14,46,0.08,0.06,0.07,0.06,0.103846153846,0,0,0
25.19,25.19,14,46,0.08,0.05,0.06,0.06,0.0692307692308,0,0,0
25.19,25.19,14,46,0.08,0.05,0.07,0.06,0.0846153846154,0,0,0
25.19,25.19,14,46,0.08,0.05,0.07,0.06,0.05,0,0,0
25.19,25.19,14,46,0.08,0.05,0.07,0.06,0.0115384615385,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.05,-0.0769230769231,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.07,-0.0692307692308,0,0,0
25.19,25.19,14,45,0.08,0.05,0.07,0.07,-0.0615384615385,0,0,0
25.19,25.19,14,45,0.08,0.05,0.07,0.05,-0.0538461538462,0,0,0
25.19,25.19,14,44,0.07,0.05,0.07,0.07,-0.0461538461538,0,0,0
25.19,25.19,14,45,0.09,0.05,0.06,0.06,-0.0384615384615,0,0,0
25.19,25.19,14,44,0.08,0.06,0.06,0.07,-0.0307692307692,0,0,0
25.19,25.19,14,44,0.09,0.05,0.06,0.06,-0.0230769230769,0,0,0
25.19,25.19,14,44,0.08,0.05,0.06,0.06,-0.0153846153846,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.06,-0.00769230769231,0,0,0
25.19,25.19,14,45,0.08,0.05,0.05,0.06,1.53960232403e-18,0,0,0
25.19,25.19,14,46,0.08,0.05,0.06,0.06,0.00769230769231,0,0,0
25.19,25.19,14,46,0.08,0.06,0.06,0.06,0.0153846153846,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.06,-0.0230769230769,0,0,0
25.25,25.19,14,46,0.08,0.06,0.06,0.05,-0.0115384615385,0,0,0
25.19,25.19,14,46,0.08,0.06,0.06,0.06,9.237613944200001e-18,0,0,0
25.19,25.19,14,46,0.08,0.05,0.06,0.07,-0.0346153846154,0,0,0
25.25,25.19,14,46,0.08,0.05,0.06,0.06,-0.0653846153846,0,0,0
25.19,25.19,14,46,0.07,0.06,0.06,0.06,-0.0461538461538,0,0,0
25.19,25.19,14,46,0.08,0.05,0.06,0.07,-0.0269230769231,0,0,0
25.25,25.25,14,47,0.08,0.06,0.07,0.06,-0.00769230769231,0,0,0
25.25,25.25,14,47,0.08,0.06,0.06,0.06,-0.0846153846154,0,0,0
25.19,25.19,14,45,0.08,0.05,0.07,0.06,-0.0653846153846,0,0,0
25.25,25.19,14,45,0.08,0.05,0.06,0.06,-0.0461538461538,0,0,0
25.19,25.19,14,45,0.08,0.05,0.06,0.06,-0.0730769230769,0,0,0
25.19,25.25,14,45,0.08,0.05,0.06,0.06,-0.1,0,0,0
25.25,25.19,14,45,0.07,0.05,0.07,0.06,-0.0807692307692,0,0,0
25.19,25.25,13,44,0.24,0.23,0.19,0.06,-0.0615384615385,1,0,0
25.19,25.25,93,45,0.52,0.54,0.42,0.14,-0.0423076923077,1,1,0
25.25,25.31,108,45,1.19,0.41,0.48,0.34,-0.0230769230769,1,1,0
25.25,25.31,115,46,1.18,0.33,0.24,0.2,-0.00384615384615,1,0,0
25.31,25.31,119,45,0.16,0.09,0.2,0.12,0.0153846153846,1,0,0
25.31,25.31,120,46,1.67,0.66,0.68,0.21,0.0346153846154,0,0,0
25.31,25.25,122,48,0.59,0.14,0.15,0.09,0.0538461538462,0,0,0
25.31,25.25,121,48,0.29,0.06,0.06,0.07,0.0730769230769,0,0,0
25.31,25.25,123,49,0.08,0.06,0.07,0.06,0.0923076923077,0,0,0
25.31,25.25,123,49,0.32,0.08,0.07,0.06,0.111538461538,0,0,0
25.31,25.25,123,47,0.12,0.05,0.07,0.06,0.130769230769,0,0,0
25.38,25.25,121,46,1.17,0.46,0.1,0.07,0.1,0,0,0
25.38,25.25,122,45,0.66,0.15,0.35,0.19,0.115384615385,0,0,0
25.38,25.25,122,47,0.35,0.19,0.09,0.07,0.130769230769,1,0,0
25.38,25.25,121,47,0.99,0.19,0.35,0.12,0.0961538461538,1,0,0
25.38,25.25,123,48,0.64,0.2,0.18,0.1,0.0576923076923,0,1,0
25.38,25.25,123,49,0.24,0.07,0.19,0.15,0.0653846153846,0,1,0
25.44,25.25,123,49,0.07,0.16,0.08,0.07,0.0730769230769,0,0,0
25.38,25.25,123,48,0.75,0.17,0.18,0.13,0.0807692307692,1,0,0
25.38,25.25,123,47,0.09,0.06,0.18,0.09,0.0384615384615,0,0,0
25.44,25.25,123,46,0.31,0.08,0.08,0.07,0.0423076923077,1,0,0
25.38,25.25,123,47,0.1,0.05,0.08,0.06,0.0461538461538,0,0,0
25.44,25.25,123,46,0.08,0.06,0.07,0.06,0.0,1,0,0
25.44,25.25,123,46,1.14,0.34,0.35,0.16,0.0,0,0,0
25.44,25.25,122,45,0.27,0.08,0.07,0.06,0.0,0,0,0
25.44,25.25,123,46,0.08,0.05,0.07,0.06,0.0,1,0,0
25.44,25.25,122,46,0.9,0.25,0.05,0.06,0.0,0,0,0
25.44,25.25,123,46,0.12,0.05,0.28,0.13,0.0,0,0,0
25.44,25.25,123,47,1.12,0.44,0.44,0.24,0.0,1,0,0
25.44,25.31,124,48,0.49,0.15,0.42,0.16,0.0,0,0,0
25.44,25.31,124,49,0.28,0.12,0.3,0.1,0.0461538461538,1,0,0
25.44,25.25,124,49,0.1,0.28,0.28,0.15,0.0884615384615,0,0,0
25.44,25.31,124,51,0.99,0.05,0.25,0.12,0.126923076923,0,0,0
25.44,25.31,124,52,1.1,0.43,0.48,0.11,0.161538461538,0,0,0
25.44,25.31,124,50,0.15,0.05,0.24,0.1,0.192307692308,0,0,0
25.44,25.31,124,50,0.09,0.05,0.06,0.07,0.219230769231,0,0,0
25.44,25.31,124,50,0.27,0.08,0.08,0.06,0.242307692308,0,0,0
25.44,25.31,124,50,1.63,0.53,0.59,0.21,0.261538461538,0,0,0
25.5,25.31,124,51,0.18,0.08,0.06,0.06,0.276923076923,1,0,0
25.5,25.31,123,51,0.58,0.22,0.21,0.14,0.288461538462,1,0,0
25.5,25.31,124,50,0.44,0.19,0.14,0.1,0.296153846154,1,0,0
25.5,25.31,124,51,0.48,0.28,0.24,0.11,0.3,1,0,0
25.5,25.31,124,50,0.49,0.23,0.17,0.13,0.3,1,0,0
25.5,25.31,123,50,0.68,0.32,0.22,0.15,0.296153846154,0,0,0
25.5,25.31,123,50,0.55,0.24,0.15,0.13,0.288461538462,1,0,0
25.5,25.31,123,49,0.49,0.15,0.12,0.09,0.276923076923,0,0,0
25.5,25.31,122,47,0.63,0.28,0.13,0.12,0.261538461538,0,0,0
25.5,25.31,123,48,0.71,0.25,0.24,0.17,0.288461538462,1,0,0
25.5,25.31,122,48,1.18,0.41,0.19,0.17,0.307692307692,1,0,0
25.5,25.31,123,49,0.41,0.09,0.37,0.22,0.273076923077,0,0,0
25.5,25.31,123,49,0.24,0.06,0.07,0.06,0.280769230769,1,0,0
25.5,25.31,122,49,0.47,0.24,0.1,0.09,0.280769230769,0,0,0
25.5,25.31,122,49,0.69,0.25,0.21,0.15,0.273076923077,1,0,0
25.5,25.31,122,48,0.68,0.25,0.21,0.14,0.257692307692,1,0,0
25.56,25.31,123,48,0.54,0.23,0.18,0.15,0.234615384615,0,0,0
25.56,25.31,122,48,0.47,0.19,0.14,0.11,0.253846153846,1,0,0
25.56,25.31,122,47,0.94,0.31,0.2,0.13,0.269230769231,1,0,0
25.56,25.31,123,48,0.6,0.21,0.15,0.13,0.280769230769,0,0,0
25.56,25.31,123,49,0.49,0.18,0.14,0.12,0.288461538462,1,0,0
25.5,25.31,123,49,0.55,0.2,0.17,0.12,0.292307692308,0,0,0
25.56,25.31,124,51,0.8,0.35,0.2,0.15,0.292307692308,0,0,0
25.56,25.31,124,52,0.75,0.32,0.21,0.14,0.288461538462,0,0,0
25.56,25.31,124,51,0.66,0.23,0.22,0.14,0.280769230769,1,0,0
25.56,25.31,124,52,0.77,0.31,0.22,0.14,0.269230769231,1,0,0
25.56,25.31,124,51,0.7,0.18,0.21,0.14,0.253846153846,1,0,0
25.56,25.31,124,51,0.8,0.27,0.17,0.16,0.234615384615,0,0,0
25.56,25.31,123,52,0.45,0.26,0.2,0.14,0.211538461538,0,0,0
25.56,25.31,124,51,0.58,0.3,0.15,0.11,0.184615384615,0,0,0
25.63,25.31,124,52,0.54,0.18,0.18,0.13,0.153846153846,0,0,0
25.63,25.31,124,53,0.38,0.23,0.09,0.07,0.119230769231,1,0,0
25.56,25.31,124,53,0.56,0.07,0.16,0.13,0.0807692307692,1,0,0
25.56,25.31,124,53,0.64,0.26,0.23,0.14,0.0384615384615,1,0,0
25.56,25.31,124,52,0.59,0.21,0.18,0.15,0.0423076923077,0,0,0
25.63,25.31,124,50,0.65,0.17,0.17,0.13,0.0461538461538,0,0,0
25.63,25.31,123,49,1.19,0.37,0.19,0.15,0.0461538461538,1,0,0
25.63,25.31,123,49,0.77,0.27,0.21,0.17,0.0884615384615,0,0,0
25.63,25.31,123,49,0.52,0.24,0.21,0.16,0.126923076923,1,0,0
25.63,25.31,123,49,1.62,0.26,0.18,0.15,0.161538461538,1,0,0
25.63,25.31,123,49,0.72,0.23,0.18,0.13,0.192307692308,1,0,0
25.63,25.31,123,49,1.05,0.37,0.18,0.18,0.219230769231,0,0,0
25.63,25.31,123,49,0.77,0.21,0.25,0.15,0.242307692308,1,0,0
25.63,25.38,123,49,0.62,0.23,0.2,0.14,0.261538461538,1,0,0
25.63,25.38,123,49,1.13,0.36,0.22,0.18,0.276923076923,0,0,0
25.63,25.38,123,49,0.62,0.22,0.2,0.13,0.288461538462,0,0,0
25.69,25.38,123,49,0.59,0.21,0.17,0.12,0.296153846154,0,0,0
25.69,25.38,123,50,0.71,0.34,0.19,0.14,0.3,1,0,0
25.69,25.38,123,49,0.42,0.28,0.16,0.11,0.3,0,0,0
25.69,25.38,123,49,0.61,0.13,0.18,0.15,0.296153846154,0,0,0
25.63,25.38,122,48,0.42,0.1,0.14,0.07,0.288461538462,0,0,0
25.63,25.38,123,49,0.27,0.11,0.12,0.07,0.276923076923,0,0,0
25.63,25.38,123,50,0.38,0.05,0.06,0.06,0.261538461538,0,0,0
25.63,25.38,124,52,0.08,0.05,0.06,0.06,0.242307692308,0,0,0
25.63,25.38,124,54,1.27,0.08,0.07,0.07,0.219230769231,0,0,0
25.63,25.38,124,54,0.11,0.05,0.06,0.06,0.238461538462,0,0,0
25.63,25.38,124,54,0.52,0.2,0.21,0.13,0.25,0,0,0
25.63,25.38,125,54,1.09,0.05,0.08,0.07,0.253846153846,0,0,0
25.63,25.38,124,55,0.09,0.05,0.06,0.06,0.25,1,0,0
25.69,25.38,124,54,0.08,0.05,0.05,0.06,0.238461538462,0,0,0
25.69,25.38,124,53,0.55,0.25,0.12,0.13,0.219230769231,1,0,0
25.69,25.38,124,51,0.13,0.06,0.08,0.06,0.242307692308,1,0,0
25.63,25.38,123,51,0.22,0.1,0.07,0.06,0.261538461538,0,0,0
25.69,25.38,123,51,0.37,0.11,0.07,0.07,0.276923076923,0,0,0
25.69,25.38,123,50,0.12,0.08,0.11,0.09,0.288461538462,0,0,0
25.69,25.38,123,49,0.76,0.27,0.24,0.12,0.296153846154,0,0,0
25.69,25.38,124,50,0.8,0.26,0.23,0.2,0.3,0,0,0
25.69,25.38,124,52,0.78,0.29,0.23,0.17,0.3,1,0,0
25.63,25.38,124,54,0.73,0.28,0.21,0.12,0.296153846154,1,0,0
25.69,25.38,124,53,1.07,0.27,0.25,0.19,0.288461538462,0,0,0
25.63,25.38,124,53,0.62,0.25,0.2,0.18,0.276923076923,1,0,0
25.69,25.38,124,53,0.75,0.23,0.26,0.19,0.261538461538,0,0,0
25.69,25.38,124,54,0.88,0.27,0.2,0.16,0.242307692308,1,0,0
25.69,25.38,124,54,0.65,0.17,0.28,0.14,0.219230769231,1,0,0
