@relation fri_c0_1000_25

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute oz21 numeric
@attribute oz22 numeric
@attribute oz23 numeric
@attribute oz24 numeric
@attribute oz25 numeric
@attribute binaryClass {P,N}

@data
1.299683,-0.0734,-1.022569,0.306938,0.872591,-1.47125,-1.037418,0.254287,0.199481,-0.563499,1.237119,-0.700019,-1.626909,-1.43379,-0.787485,0.268637,-1.515634,0.238484,-0.184049,0.784524,1.271267,-1.538799,1.009897,1.302299,-1.057715,N
1.058426,0.338634,0.362431,0.297595,-0.94383,-0.041351,-0.381416,0.831531,0.210375,-0.234331,-1.159694,-0.272399,1.327517,-0.519601,0.407867,0.287067,0.674612,-0.06535,1.174577,0.793732,-1.030482,0.672062,1.620273,-1.278844,0.851391,N
0.693339,-1.420932,0.771487,-0.56739,-0.804545,1.290523,0.589811,1.29707,0.746988,-0.565519,-1.666174,0.068509,1.232319,1.57381,0.994945,1.311261,0.778342,0.37231,-0.736521,1.404866,1.391114,-1.200603,-0.371759,1.193366,1.500801,P
0.107095,1.622069,-0.052193,-0.106418,1.288079,-0.703363,0.502703,-1.119614,-1.649581,0.231853,-0.316007,1.222989,-0.825811,0.750013,-1.174611,0.157195,0.822097,-0.795245,-0.351298,-1.477166,1.236066,0.108765,-0.04685,0.114027,0.364679,N
-1.535945,-0.526584,0.813517,0.619326,-1.70185,1.078632,-0.041247,0.781784,1.692427,0.968519,-0.877961,-0.208456,-0.958017,1.67036,-1.533114,0.051416,-1.632324,1.424071,0.425806,-0.702254,0.176392,-0.28562,-0.192412,-0.413957,0.714156,P
-1.050301,-0.00181,-1.452552,0.196536,0.120387,1.618923,1.053762,1.679136,0.605642,-0.645218,1.114932,-0.531446,1.556672,-0.178638,-0.506433,0.806441,1.202043,0.791535,-1.634721,-0.171702,0.59382,-1.391796,-0.98672,0.458766,-1.648895,N
1.33318,-1.3322,0.894812,0.999847,1.535548,1.023337,-0.71211,0.348566,1.562218,-0.078543,0.281649,0.672418,0.870841,-1.195967,-1.419007,0.33753,0.768576,1.093735,0.82325,0.793761,0.911003,0.579523,1.005885,-1.400142,-1.256545,N
1.002686,1.083859,-1.600926,1.042137,-1.194123,-1.225756,1.140188,-1.356579,0.686597,-0.789607,-0.732635,-0.147015,-0.961157,1.578141,1.185299,-0.512175,0.589661,-1.449665,-0.210764,-0.590362,-0.79571,1.263904,-0.749815,-0.493056,0.202946,N
0.551937,0.153506,-0.772943,0.819416,-0.942553,-0.539796,-1.353444,-1.014111,-0.058573,1.642838,-0.126543,1.38374,0.06111,-0.620555,1.229234,0.606753,0.722501,0.955209,-0.152887,-1.224609,1.273248,-0.041114,1.01865,0.94577,-0.127164,N
1.069608,-0.186754,0.404509,0.349463,-1.260166,1.18025,-1.023717,0.113245,0.641248,-0.014201,1.703916,-0.825341,-1.519639,-1.226672,-0.301119,-0.040109,0.092405,0.920555,-0.197218,0.526827,-1.628453,-1.147034,0.108183,-0.445182,0.955187,N
0.9451,-0.081162,-1.208121,1.104823,1.15012,1.183013,0.996493,-0.81659,-1.281017,-1.639878,1.351641,-1.576901,1.564486,-1.745221,0.812279,-0.537296,0.493437,0.390159,1.203574,-0.407509,-0.211628,-0.426282,-1.651803,0.945537,-0.986283,N
-1.561724,1.424997,1.633431,0.085701,-1.400522,-0.229228,1.360145,1.220397,1.221577,0.551367,0.622879,-1.570741,-1.489379,0.690359,0.1013,-0.957162,-0.388598,-1.535117,0.300205,1.04938,-0.714003,0.194972,-1.449169,0.185847,1.206997,P
-0.14025,0.512752,-1.362472,-0.020347,0.154433,0.574813,-0.17271,0.446413,0.18446,1.003059,-0.935213,1.414667,0.724152,-0.165465,1.198531,1.381009,-0.334781,1.000211,0.21421,0.529266,0.122272,1.58749,-0.892578,0.679835,0.153209,N
0.064187,0.114671,-0.845327,1.606927,-1.443676,1.653991,-1.730007,1.269536,1.257627,-0.430905,-0.470924,1.49412,1.238258,-0.16095,1.235334,1.351045,-0.12044,-1.28657,1.135696,-0.587263,0.920873,-1.255603,0.349013,-1.556594,0.222611,N
0.685174,-0.596084,-0.9727,1.341089,-0.990705,0.673376,-1.112189,0.346377,0.644937,0.475753,-1.056737,0.731411,0.819387,-0.77666,1.191534,-1.420021,0.718265,0.499371,-1.473132,0.635254,0.110659,-0.397944,1.645129,-0.200804,0.443166,N
0.797425,-0.132246,-1.434861,-0.12769,-0.810515,-1.702717,-0.461579,0.527919,-1.650569,1.262556,0.150299,-0.856117,1.433625,1.717546,0.312194,1.508839,-0.071242,-0.060557,-1.212644,0.47843,1.557152,-0.530136,1.574974,-0.899779,0.361757,N
-0.162635,0.430705,1.223594,-0.543884,-1.241907,-1.060924,1.58393,0.565556,-0.248198,-1.584659,-0.26507,-0.988579,-0.337649,1.273938,-0.19107,0.676922,-1.107184,-0.303857,0.350659,0.951326,-0.736708,-1.072121,1.427355,-1.20103,-1.559246,P
0.410208,0.328805,1.205978,0.108711,-0.334581,-0.832498,-1.079887,1.375531,0.678,1.078497,1.057916,-0.988092,1.504569,-1.676264,0.808774,1.303921,-0.081942,-1.206632,0.600274,0.044307,-1.105729,-1.661133,-0.582409,0.065848,0.674058,N
0.997247,1.520185,-1.498102,0.181023,0.717823,-1.574886,-1.701811,-1.530103,0.062692,-1.5306,1.752774,1.528627,-0.987716,-0.470629,1.592464,-1.701644,1.145182,-1.065329,-0.772398,-1.328685,-1.242036,-0.287522,0.925652,-0.305757,-0.89837,N
-1.38771,-0.886292,1.070516,-0.705504,-0.384899,-1.202136,-1.126121,0.096301,1.228296,1.255219,-1.604657,1.480597,-1.507194,0.333313,0.902843,1.093997,0.354397,0.868843,0.588256,1.244583,-0.516817,1.597331,-1.26366,0.622413,1.52292,P
-1.010517,-0.277267,1.060178,0.583481,1.329757,-0.233423,0.309611,0.253868,1.115993,1.335078,1.232733,0.480231,-0.298143,1.295451,-1.20171,-0.925793,-1.470959,-1.37893,0.392676,1.65103,0.793836,-1.156878,-0.883103,-1.33873,1.673528,P
-0.37234,-0.907023,-0.724871,1.299481,1.606296,0.098357,0.362158,-0.87142,-0.898931,-0.745524,-0.245133,-1.192847,0.609843,-1.139202,0.818992,-1.567607,0.200005,0.143448,1.692224,1.403888,-1.283119,-0.139549,0.468941,-1.586007,0.269449,N
-0.625686,-0.93396,-0.300171,1.601921,-0.78146,-0.827239,0.694901,-1.433666,0.533358,-0.686486,-0.334083,-0.416736,-0.661272,0.833675,0.356686,1.520952,1.510483,-0.944119,0.787893,0.131947,0.738706,1.744398,-1.564538,1.406121,0.30872,P
0.556244,1.085188,0.612027,-1.675404,-1.439711,-1.219922,0.442564,-0.058819,0.107076,-1.279665,1.46225,-1.582297,0.989138,0.763417,-0.010258,-0.262209,-1.434802,-1.330047,1.06553,-0.94142,-0.400877,-0.768913,-0.020822,-1.164073,-1.636419,P
-0.811319,-1.475032,0.74182,0.223011,0.190732,1.178884,-0.833271,-1.379037,-1.434719,-1.468591,-1.341092,0.824542,0.115994,0.427899,-0.940995,0.017601,1.158261,0.061368,0.803321,0.012793,-0.724201,-1.349834,-0.006604,-1.616918,1.53078,P
0.672945,-1.396196,0.683342,0.25251,1.177367,-0.11148,1.380883,0.228577,-0.534048,0.471624,-1.349667,-1.334098,1.347601,-1.653915,0.123807,-1.645075,1.475309,1.193359,0.880894,1.758911,-1.508735,0.097025,-0.877319,0.570029,0.080815,P
1.169543,-0.898528,1.565933,0.603937,0.072421,1.138953,-1.662173,-0.6644,-1.092139,0.09062,-1.571344,-1.615656,0.524523,0.478199,0.573355,-0.985266,0.320594,-0.974679,-1.70507,-0.050966,-1.704956,-0.041287,1.001254,-1.134065,-1.096782,N
-0.966017,0.055761,0.659797,1.568424,0.719985,1.587063,-1.065053,0.895467,-0.777822,-0.56878,0.64106,0.713544,0.840317,0.523225,-0.133982,-0.963899,-1.086721,0.982057,0.27178,0.32766,0.185516,-1.285443,0.774839,1.192905,0.135273,N
1.45554,0.670446,-1.287977,1.038783,0.974892,0.729388,-0.348171,-1.714995,0.608516,0.709969,-1.037535,0.902701,0.881212,-0.159391,-0.183097,-1.157322,-0.07503,-1.550621,1.150332,-0.899829,-1.218424,-0.099714,0.67031,-1.503162,-1.003186,N
0.662218,1.540712,0.604363,0.675041,-1.318944,1.091541,-1.098821,0.598679,1.648295,-0.582808,0.780653,1.592322,1.521306,-1.274663,-0.081967,-0.813892,-0.436409,-0.131478,-0.902613,-0.334148,0.492633,0.842718,0.090493,-0.646583,1.069383,N
-0.267142,-1.524721,0.116246,-1.396865,-0.136268,1.510315,-0.908858,1.059573,1.731812,-1.492965,0.334808,-1.332062,0.271041,-0.666809,-0.710391,-0.601195,0.406388,1.046029,1.514257,-1.373378,0.573159,0.850769,-0.772481,0.130949,-0.271566,P
-1.550933,0.943641,-1.494729,0.292573,-0.869379,-0.852033,0.273021,1.492085,-1.560409,-1.271636,1.230877,-0.231652,1.608196,1.684192,-0.427003,1.573533,1.331348,-1.386254,-1.50052,-0.317924,0.911065,1.010102,1.526408,-1.2502,-1.656573,P
0.467199,1.003908,1.24194,1.607039,0.224997,-0.786403,0.150562,0.671035,1.521243,-0.79401,-1.65629,-0.03291,1.643175,-0.834899,1.49424,0.018833,1.295992,0.837014,0.800984,-1.374135,-1.532516,-1.190168,0.226215,-1.247734,1.176641,N
0.927208,-1.044702,0.765679,-1.062958,-1.580253,1.413079,-0.565671,0.32579,-0.373695,-1.472099,-0.289013,0.831133,-0.72273,0.731142,0.319639,-0.601421,-0.373531,-1.460995,0.744174,-0.966544,-1.034679,1.725342,0.479572,0.072966,-0.556784,P
-0.020239,-0.685933,-0.0167,-0.894039,-0.981089,-1.450106,0.644562,-1.632472,-1.306234,1.102557,-1.307677,0.145649,-0.906149,0.801879,1.413689,-0.305071,-1.386553,-1.396903,-1.201773,-0.202501,-0.20851,-0.291034,0.51389,-0.816758,-0.857035,P
0.743149,0.609529,-0.158938,-0.830403,0.745369,1.482461,-0.872332,-0.06329,0.67434,1.501847,-0.8236,-0.418526,-0.07897,-1.120015,-1.351844,-0.477725,-0.340264,-0.606694,-1.451966,-1.338062,1.336802,-1.656576,1.687636,-0.561877,0.404906,N
1.104363,1.294604,0.588646,-1.052771,0.928662,0.555395,-1.530087,-0.020656,-1.134582,-0.46124,0.365497,0.830243,0.230618,0.346116,0.587976,0.716106,-1.187654,1.650473,0.969581,1.124453,-0.842309,0.405144,1.141629,1.517409,0.904034,P
1.392573,1.194457,0.727913,-1.607985,0.310879,1.277563,1.563344,-0.974112,-0.937682,0.034244,-0.507487,-1.538596,0.181008,-1.61176,0.042364,1.630077,-0.467198,0.43358,-1.069504,-0.784895,0.205866,-1.048786,-1.241383,-0.703203,0.175333,P
1.672858,-0.246601,0.551417,0.461799,0.238172,-0.505843,-0.056542,1.295076,0.806606,0.605342,-0.503297,0.509458,1.089113,0.883146,0.435017,1.078506,-0.460779,-1.3603,-0.780053,0.753411,1.73021,0.807218,-0.781844,0.006925,-0.680178,N
0.200806,-1.690602,0.765028,0.0459,0.365988,-0.190543,0.625368,-0.584079,1.487396,1.353051,-0.432782,-1.195219,-0.703559,-0.124697,1.230916,-1.049168,1.256663,-0.954069,-1.007902,-1.374801,-0.401203,-0.704823,0.612794,0.057228,0.150531,P
0.940199,-0.560217,1.285439,0.209342,0.439713,-1.761194,-0.218709,0.501158,0.219079,-0.490215,0.174987,0.540606,1.328135,0.542597,-0.047935,-0.133984,-1.692451,1.049552,1.173435,0.11609,-0.934063,-1.240424,1.503938,0.837489,-0.667051,N
1.302839,-0.073606,1.096478,-1.304237,1.287132,-1.432459,1.589586,-1.430243,-1.54961,-0.650485,0.178798,0.903311,-1.340057,1.489948,0.379965,-1.024091,1.472643,0.25728,-0.859346,0.015356,-1.314922,-0.322791,-0.480771,1.003931,-1.464806,N
0.84743,0.537214,0.643342,0.414862,1.147003,1.156247,0.644208,-1.167233,0.251077,-0.571727,-1.628433,1.045514,0.747876,0.006322,-0.556669,-0.130684,1.065021,-0.718049,0.484603,-0.665318,0.62077,-0.65777,1.152227,0.569309,1.454616,N
0.463396,-0.991477,-0.737439,-0.627446,-1.171216,-0.824581,-0.927482,-1.047517,0.672745,-1.226978,-0.756438,-0.398294,1.635213,0.01058,1.212797,-1.301974,0.042579,0.642156,-0.314301,-0.026106,-0.016383,-0.185917,-1.682378,-1.48486,1.477366,P
-1.02816,-1.641,-1.119199,1.172905,-0.611028,0.239885,0.502738,-0.588694,1.457138,1.070237,-1.425131,-1.476132,1.023456,-0.789284,0.696915,1.508931,-0.760058,-0.583444,0.050507,0.551099,0.093026,-1.533588,1.5887,-0.63636,-1.036397,P
0.08187,-1.229289,1.002884,1.407345,-1.054762,0.107158,-0.329752,1.503255,1.416511,-1.648607,1.620262,0.54452,-1.185083,0.752387,-1.781602,-0.468829,0.207723,1.627897,-0.704305,-1.495845,-1.496623,-0.082125,-1.663821,-0.720396,-0.283574,N
-0.992187,-1.726767,0.61551,1.084876,1.553885,0.164117,0.817759,-0.083487,0.766683,0.218684,-1.590944,-1.030547,-1.337584,-0.432592,-1.3718,0.540365,-1.39856,-0.12218,-0.501583,0.170484,1.253275,0.567865,1.266821,1.409071,1.058772,P
-0.094063,-0.406601,-0.194955,1.537066,-0.27923,-0.687664,0.122252,-0.374292,0.315583,0.713965,-0.675471,0.159001,-1.560393,-0.218622,0.468145,-0.902945,-0.317808,-0.785472,1.072936,1.591015,-1.588636,1.354099,-0.329467,-0.130846,0.717942,N
-1.092749,-1.061115,-0.428649,-1.136204,0.077938,-1.254915,-0.547431,1.345028,1.112043,1.517399,-0.904097,-0.641495,1.146935,-0.272875,-1.659092,1.363132,-0.656412,1.033483,1.318054,1.30802,-1.045763,-0.027691,-1.192407,1.332889,-0.474991,P
0.66514,0.104804,-0.876422,-0.519266,-0.845483,-0.385792,0.922749,-1.378694,-0.620271,0.503845,-1.690897,0.795779,-0.125367,-0.496349,-0.511216,1.108362,-0.240724,1.631842,1.001754,0.91054,-1.701509,-1.26957,-1.252106,-0.225529,0.843236,N
-1.11475,0.392162,-0.867497,1.382312,0.345851,-0.953732,0.631619,-0.395313,1.227093,1.477163,0.883383,1.436672,1.584687,-0.073407,-1.558603,1.681353,-1.009737,-1.579047,1.443765,-0.558159,-1.130304,-1.468852,-1.328266,-0.924441,-0.782999,N
-0.285373,1.47307,-0.793553,0.321397,-1.300263,0.553405,1.359495,-0.981474,0.36844,0.15472,-0.526428,-0.396315,1.294896,0.317854,-0.531531,-0.624097,1.419615,-0.291594,-1.061411,1.443832,-1.427246,-1.336451,-0.715562,0.106088,-1.418606,N
-0.389138,-1.238378,1.085491,0.340067,-1.266539,1.670082,0.688295,1.343311,0.931521,-0.14243,1.502719,0.715511,-0.823136,0.605434,0.136031,-0.780031,-1.475112,-1.157647,-1.451327,0.949464,-1.063663,0.404332,1.205009,-1.641708,-0.438916,P
-1.07945,-1.390011,1.052858,-0.65237,0.202748,-0.597043,0.405309,1.600654,0.708439,0.371289,0.986186,1.546774,-0.521462,0.84063,1.660183,-1.649467,-1.4089,-0.279334,-1.040261,-1.319475,-1.473394,-1.111087,0.368821,0.886866,1.392961,P
-0.005249,1.200594,1.393039,1.113602,-0.582102,1.293442,0.646314,-0.778652,-1.221282,-1.551546,-0.141619,1.618464,0.863571,0.844354,1.05704,-0.368852,-0.244208,0.820595,1.637732,1.512964,1.712652,-1.626831,0.743739,-1.292261,-0.890396,N
-1.683787,-0.087756,-0.587472,1.162381,-0.978585,-0.286515,0.683859,-1.479717,1.715289,-0.74534,-0.030326,0.179824,1.676419,-0.491939,1.367957,-1.68604,-0.653,0.489352,0.247546,-1.163248,-0.378256,0.711874,-1.079086,-1.665069,1.725822,P
-0.905521,-0.17693,-0.265798,-1.623205,-1.038476,-1.356349,-0.461453,-0.831892,0.954595,-0.854933,-0.97804,1.029318,0.462214,-1.209377,-0.916172,-0.499696,1.327243,1.563762,1.03151,-0.772671,-0.868632,-1.117712,1.776909,-1.637181,0.898364,P
1.522015,-1.241295,-1.298871,1.438194,0.076047,-0.331505,-1.364915,0.203695,-1.637666,1.136304,0.375647,1.499616,-0.291005,-1.201209,0.37791,1.449312,1.313811,-1.369222,0.284819,1.010326,1.561402,1.527348,1.314466,0.414775,1.2843,N
-1.039271,-1.047916,1.622945,-1.357845,0.446768,1.655042,0.948016,0.119254,-0.38169,1.592962,-1.138448,0.392717,-1.223204,-0.000208,0.770591,-1.493396,-1.008008,-0.820589,-0.80563,-0.225207,-0.886575,-1.620174,1.427062,0.193453,-0.259754,P
-0.719669,1.085341,0.364904,-0.94004,0.499599,-1.522244,-1.477061,-0.369897,-0.355029,-0.030579,-0.858891,-0.552936,-0.27767,-1.505715,-1.153865,0.699005,0.34355,1.317277,-1.402188,-0.674001,0.138552,0.104533,-0.63237,-1.259328,0.141602,P
-0.05836,0.254781,0.055603,-1.378773,1.193306,-1.091972,0.577157,-1.331265,0.259796,1.613625,0.468185,0.426786,0.045813,-0.473378,-0.578186,-0.195721,1.282085,1.145258,0.884979,0.875539,0.134783,0.289052,-0.040384,1.020674,1.001046,N
-0.210105,-0.236537,0.580395,-1.469427,-0.632472,-0.339421,0.480625,-1.682241,-1.136063,1.671552,1.48546,0.813302,-0.916186,-0.832661,1.591191,-1.03337,-0.228789,0.992762,-0.150173,-0.69264,0.732408,0.403942,-0.513029,1.028915,1.602928,P
0.179405,0.8039,0.086616,-0.278868,1.084214,-0.377747,0.209586,0.783454,-1.376128,-1.494729,-0.19875,1.348474,-0.126736,-0.885386,0.59455,-0.370529,0.449887,0.138286,0.630464,-0.775462,-0.902534,-1.693792,-0.733852,0.652704,0.143695,N
0.975446,-0.462202,-0.563269,0.465342,0.036053,0.207304,-0.501633,0.247633,-0.730896,-0.589982,0.77672,1.641942,1.684291,-0.44072,1.052985,0.112565,0.018357,0.781923,0.750242,-1.006145,0.773043,-0.691579,0.302225,-1.374867,-1.139427,N
-0.5663,-0.167141,-1.079279,0.785445,-0.132331,1.228676,-1.444243,0.718139,0.009117,-0.829636,-0.687734,1.495453,1.109764,1.119228,0.107141,0.520892,1.15517,-0.917641,0.035148,-0.172718,-0.010535,-0.163414,-0.204828,0.190652,0.985383,N
-0.426303,1.580684,-1.379284,0.306779,-1.556986,0.028931,-0.101811,0.13559,-0.777104,0.53616,-0.388339,0.040687,0.363563,1.108481,0.244265,-1.432002,0.472183,-0.832812,1.607893,-0.293346,1.37327,1.073832,-0.5376,-0.326608,-0.547351,N
1.248181,1.417444,0.05707,-1.386608,-0.352097,-0.809783,0.45379,-1.725183,-0.572151,-0.245993,0.620914,0.473177,1.021763,-1.031413,-0.601894,-1.458501,0.06324,-0.407335,1.125889,-0.149196,-0.639062,0.230083,-1.330865,-0.249884,-0.824772,P
-1.630021,0.045839,1.173862,-1.274338,-0.175688,-0.848086,-0.673999,1.704863,0.652668,-1.32963,0.83529,0.543209,0.729163,-0.493386,0.344498,0.184878,-0.056145,0.607842,1.269779,-0.753531,-1.356423,0.325894,-0.799076,-1.635363,-0.036109,P
-0.243487,0.380019,1.21567,1.646857,-0.489599,-1.628411,-0.534502,-0.183265,0.120002,-1.498293,-0.507583,0.017428,1.167495,-0.883512,1.671364,-0.560347,-1.103172,-0.731359,-0.10766,0.115662,-1.559865,0.67109,-1.250094,-1.469891,-0.267796,N
0.485416,-0.344498,0.023229,1.558195,-1.131975,0.147168,-1.264981,1.208739,-0.012311,0.235955,0.854116,-1.016355,0.99672,0.541933,-1.203262,-0.235045,-0.369762,0.10334,0.400836,1.600009,0.539192,0.317072,0.838339,0.397843,-1.454867,N
0.405017,-1.665031,-1.317232,0.919611,-0.242595,-0.280642,1.638059,-0.838959,1.048537,1.069085,1.280511,-0.061319,0.479484,-1.66058,-0.035829,1.630281,-0.523072,0.289643,1.482497,-1.630782,0.154703,0.240976,0.615722,1.069049,0.045822,P
-0.275093,0.084083,-0.045751,0.243682,-0.736737,-1.514507,0.405369,1.455607,1.480444,1.703058,-0.857826,-0.492184,0.14095,0.262744,-0.724777,0.683359,1.009637,-0.830193,-1.011244,1.561425,-0.992183,0.070593,0.336042,1.52808,1.585028,P
-0.825612,0.826954,0.675396,-0.104105,1.233766,-1.220497,1.430728,-0.753151,-1.683566,0.200958,-0.12743,0.369337,-0.121805,1.414545,-0.48351,-1.627588,-1.281776,1.182353,0.154695,1.052946,0.164594,-0.547231,-0.339216,-0.539075,1.397742,N
-1.060837,-0.178599,-0.91585,-0.187492,-0.049878,-0.042919,-1.52585,0.59235,0.669593,1.609853,0.642256,0.818561,-0.8891,1.104458,0.739123,-0.182907,-0.664394,-0.927175,-1.376668,1.53503,1.166435,-0.472711,1.702654,-0.933503,-1.231373,P
-1.285182,-0.066586,-0.785274,1.200248,-0.374475,-1.74436,1.085569,0.591748,-1.343552,-1.120511,0.79747,1.014436,-0.245403,0.122392,1.201272,-1.006239,-0.144997,-0.077562,-1.487827,1.106331,-1.033888,-1.306029,0.115268,-0.50022,-0.957976,P
0.976133,-1.119333,-1.638743,-0.359217,1.053015,0.644111,-1.540212,-1.687117,0.957019,-0.525194,0.65958,-0.347275,-1.361851,0.997683,0.144578,-1.331141,-0.823645,0.215476,0.488482,-0.355801,0.783299,0.953263,-0.752855,-0.581538,1.293414,N
0.506526,0.941307,1.535568,-0.612231,-1.64503,-0.693443,-0.494051,0.609641,-1.363602,1.713077,-0.532996,-1.420471,-0.090436,0.473538,-0.087352,-1.218239,-0.891284,-0.214687,-0.333063,1.117223,-0.820762,-1.182681,-0.102015,-0.311651,0.417433,N
-0.951397,0.976732,0.788392,1.250095,-0.662897,1.251105,-0.413635,0.108734,1.516768,-1.441311,0.162978,0.138681,-1.156156,-0.386906,0.098324,-0.327854,1.058053,-0.613187,-1.522695,-1.565499,-0.560997,0.780028,-0.484619,-0.889995,-1.620111,N
-0.490877,1.485958,-0.574623,-0.994119,-1.16613,0.284987,-0.245968,0.27243,0.182839,0.029727,1.432085,-0.49369,1.036375,-0.608994,1.264209,1.23481,0.563312,0.281349,0.998333,0.089677,-0.701445,1.321593,1.373697,-0.046029,-0.493466,P
0.105401,1.291053,1.263132,-0.014905,-1.605132,1.251103,1.132769,0.315587,-0.320864,1.379275,0.31392,-0.004929,-0.399381,-0.069908,-0.945407,-0.909687,-0.983959,-0.016057,0.09797,0.072931,0.174379,-1.648063,0.096686,-1.67338,-1.605541,N
-0.89526,1.555517,-1.530108,-0.163338,-0.741053,0.092137,-0.875009,1.781723,0.911206,1.166163,1.097989,-1.108013,-0.048986,1.51018,-1.751362,-1.283284,-1.571147,-1.66398,-0.718846,0.572205,0.100966,-0.4226,-0.507735,-0.362924,0.920294,N
1.032339,0.332654,1.420308,-0.976767,0.421485,-1.745561,-0.813356,-0.395952,-0.551634,-0.648288,-0.739337,-0.842593,0.231079,-1.650666,-1.219306,-1.41028,0.385367,0.845046,0.311277,-1.386615,-0.866471,-0.425166,-0.961085,1.265495,1.348335,N
1.124676,0.986649,0.752023,1.178018,-0.359096,1.295905,0.27213,-0.400777,-1.540127,-1.279449,-0.226948,0.523021,1.209759,0.365683,-1.294804,0.49882,-1.601997,-1.072184,-1.529983,0.531819,1.515673,0.116271,1.773021,0.799586,0.868335,N
-1.407012,-0.781779,1.577133,-0.589904,-0.467334,1.594231,-0.230585,-0.387515,0.375555,-0.074759,-0.876802,0.512401,1.001693,1.745575,0.252551,-0.663664,0.920992,-0.67327,0.444233,-0.167691,-1.657869,-0.20164,-0.522059,1.570538,-1.28835,P
1.560028,1.426965,0.140513,0.790272,-0.019422,0.982617,0.007361,-0.761521,0.762971,1.251612,-0.080043,1.489475,0.165271,-0.534549,1.147716,-1.138576,-0.043328,1.607619,-1.704794,1.593436,-0.472883,0.311625,0.930875,0.824966,0.116197,P
0.959148,-1.723428,0.586727,-0.012385,0.111719,1.103572,-0.728627,-1.393102,-0.91393,-1.533683,0.73185,0.789518,0.878202,-1.104505,0.957399,-1.185953,-1.3911,0.609551,0.680311,-0.543585,0.350449,-1.159561,1.127199,0.046723,1.505334,P
0.704451,1.321657,0.714582,-0.745966,0.177608,0.940466,0.034768,-0.482428,0.354691,0.053811,-0.34241,-0.172303,0.764606,0.228025,0.043474,0.860405,0.748158,0.708288,-1.705821,-0.155489,-1.259954,1.341698,-0.819198,-1.032617,-0.590467,N
-0.837327,-1.264136,-0.240678,-0.008044,-0.946718,1.432114,-1.42,0.746585,0.063731,0.055832,1.046732,0.664247,0.14015,-0.618814,-1.218348,1.641167,-0.018537,0.097846,1.204376,0.435199,0.686064,-1.131272,-0.926439,0.628024,0.968081,P
-0.598545,1.648147,-1.220684,-0.000102,0.448588,1.101874,-0.779079,0.583622,1.012478,1.191614,-0.188035,-0.555125,-1.492267,-0.255903,0.475696,1.175695,1.466343,0.920786,0.096946,-0.435694,0.835849,-0.612869,0.188246,-0.057854,-1.121028,N
1.699626,-0.01211,-1.695909,0.447991,-0.179812,-1.276282,1.157319,1.092653,1.374797,-1.795643,-0.961154,-1.226197,0.69986,-1.033941,0.355747,-1.282292,1.236895,0.410413,-0.648026,1.293571,-1.04711,0.461535,1.002092,-0.652229,-0.871827,N
0.638624,1.569439,-1.658082,1.051304,-0.276029,0.985919,-1.555173,0.221964,-0.234696,0.648527,1.30318,1.614111,-1.511641,-0.949174,-1.327016,-1.345465,-1.598663,-0.287727,1.271109,0.324025,-0.822426,-1.250644,-1.34767,-0.351473,-1.485724,N
-0.815037,-0.061125,-0.471875,0.46722,0.260589,-1.00086,1.032602,-1.371049,1.412673,-0.311586,1.275032,-1.054369,0.986985,0.985689,-0.238041,-0.335226,1.534423,-1.264697,1.420824,-1.246396,0.362868,1.546781,-0.924792,-0.76422,-0.616044,N
0.394688,-1.569844,1.599502,0.756569,-0.538299,0.985822,0.121044,1.002994,0.341001,1.591381,1.353285,0.465702,-0.814488,0.826571,-0.582393,-1.308827,-1.034197,1.140319,1.503609,-1.133849,-0.775383,0.022703,-1.624383,-1.398414,-1.303137,P
0.644911,-0.015891,-0.951155,-1.299924,-0.801395,0.720054,-0.463033,-0.048236,0.464365,-1.437715,-0.122316,0.481661,-0.952076,0.445586,0.636764,0.864503,-0.744808,0.550517,-1.637772,0.612566,1.716165,0.307525,-1.267535,-0.79791,1.661131,P
0.91094,0.566169,-0.69682,0.877924,-1.706805,-0.866014,-0.772259,0.579294,-1.357065,1.138353,0.633908,-1.093248,1.250094,-0.681563,-0.948214,-0.11785,0.348603,0.015111,-1.005937,-0.17664,-0.763893,-0.908612,-0.840907,1.633878,-0.038174,N
0.964853,-0.750528,0.916404,1.245371,-1.612853,1.17105,1.22913,-0.993557,-0.948419,-0.563853,0.122767,0.080228,0.274713,-1.05667,-1.303811,-1.243158,-0.574188,-1.532289,-1.398182,0.176385,0.813998,1.348918,-1.459817,0.054973,0.959158,N
1.20731,-1.032954,-1.137906,-1.35854,0.451119,-0.915702,-0.520407,0.180919,1.516671,-1.031847,0.093418,0.303221,-0.904811,0.364805,0.351365,0.477886,-1.484858,-0.898527,-0.171375,0.875724,-0.066373,-1.341597,1.768502,0.909459,0.088785,P
-0.197114,1.327212,0.903913,0.260047,-0.613058,1.337141,1.066819,0.42763,-0.163734,0.507074,0.040472,-0.374051,-1.045216,-1.534271,-1.265233,-0.824925,1.275802,-1.667745,0.848747,0.020604,0.452028,-0.210203,0.093358,-1.629472,-1.040757,N
