@relation JapaneseVowels-weka.filters.unsupervised.attribute.Copy-R1-weka.filters.unsupervised.attribute.Remove-R1

@attribute utterance numeric
@attribute frame numeric
@attribute coefficient1 numeric
@attribute coefficient2 numeric
@attribute coefficient3 numeric
@attribute coefficient4 numeric
@attribute coefficient5 numeric
@attribute coefficient6 numeric
@attribute coefficient7 numeric
@attribute coefficient8 numeric
@attribute coefficient9 numeric
@attribute coefficient10 numeric
@attribute coefficient11 numeric
@attribute coefficient12 numeric
@attribute binaryClass {P,N}

@data
18,18,0.2723,-1.084921,0.432946,-0.030357,0.160045,-0.063411,-0.040161,-0.559419,-0.223173,-0.003835,-0.099061,0.090184,N
18,19,0.202333,-1.067387,0.486956,-0.014887,0.175259,-0.051657,-0.062071,-0.57128,-0.214473,0.037506,-0.106205,0.045084,N
19,1,1.327838,-0.332592,0.546751,-0.872172,-0.191518,-0.497121,-0.458289,0.314739,0.079463,-0.128538,0.025527,0.122738,N
19,2,1.330871,-0.342182,0.470645,-0.910126,-0.142894,-0.440901,-0.474502,0.329121,0.119828,-0.12923,-0.017058,0.062219,N
19,3,1.297679,-0.360481,0.377296,-0.932995,-0.088622,-0.396697,-0.458429,0.324883,0.138479,-0.133584,-0.077216,0.017385,N
19,4,1.251519,-0.41007,0.297452,-0.941191,-0.022226,-0.374833,-0.426172,0.319326,0.113795,-0.163819,-0.132544,0.004776,N
19,5,1.099318,-0.416246,0.224442,-0.888988,0.028878,-0.307932,-0.36814,0.252383,0.059147,-0.217859,-0.150167,0.008023,N
19,6,1.00973,-0.511319,0.20038,-0.863369,0.147457,-0.230393,-0.338329,0.216481,-0.066309,-0.305046,-0.172138,0.045092,N
19,7,0.807895,-0.556821,0.169831,-0.764466,0.249833,-0.201703,-0.317139,0.151701,-0.124444,-0.368888,-0.203351,0.100512,N
19,8,0.652352,-0.571101,0.183029,-0.64354,0.336268,-0.199451,-0.289527,0.093882,-0.17167,-0.405963,-0.204726,0.147367,N
19,9,0.522921,-0.600058,0.21761,-0.492736,0.433163,-0.201814,-0.302032,-0.000795,-0.205109,-0.399714,-0.158856,0.183435,N
19,10,0.384023,-0.631161,0.252661,-0.393224,0.466586,-0.19928,-0.295801,-0.078438,-0.208178,-0.372734,-0.130969,0.160113,N
19,11,0.292653,-0.646954,0.325379,-0.297191,0.476591,-0.191915,-0.323734,-0.128006,-0.1839,-0.323809,-0.101582,0.12124,N
19,12,0.182106,-0.698276,0.417678,-0.197129,0.475726,-0.152757,-0.333577,-0.147019,-0.151885,-0.280269,-0.085128,0.079935,N
19,13,0.048603,-0.716473,0.514503,-0.151979,0.476317,-0.116438,-0.244668,-0.190564,-0.126371,-0.210079,-0.103668,0.019761,N
19,14,-0.0388,-0.690907,0.566067,-0.115129,0.492761,-0.110324,-0.223829,-0.237563,-0.116751,-0.170866,-0.109518,-0.027191,N
19,15,-0.058504,-0.695714,0.576807,-0.079003,0.504115,-0.108272,-0.206237,-0.258499,-0.115777,-0.15963,-0.106314,-0.046737,N
20,1,1.098436,-0.358393,0.382133,-0.658555,-0.49357,-0.247135,-0.499921,0.171407,0.279348,-0.16102,0.003906,0.06278,N
20,2,1.11777,-0.375029,0.344222,-0.695136,-0.413041,-0.256348,-0.492067,0.182169,0.284179,-0.168561,-0.032203,0.037525,N
20,3,1.177488,-0.428225,0.342536,-0.724355,-0.378279,-0.19172,-0.506709,0.166575,0.296068,-0.16841,-0.06183,0.002022,N
20,4,1.222346,-0.473878,0.315938,-0.729309,-0.341263,-0.132843,-0.502716,0.142986,0.287584,-0.184191,-0.086522,-0.022182,N
20,5,1.279431,-0.530365,0.331803,-0.73445,-0.266561,-0.117542,-0.494099,0.149244,0.244854,-0.228316,-0.100785,-0.028829,N
20,6,1.282359,-0.558491,0.3666,-0.75052,-0.143759,-0.106157,-0.488072,0.158825,0.150735,-0.279341,-0.097509,-0.018833,N
20,7,1.220623,-0.547331,0.366767,-0.765585,-0.021476,-0.079304,-0.454933,0.145903,0.035468,-0.322049,-0.105667,-0.003521,N
20,8,1.146283,-0.536196,0.293849,-0.796734,0.054398,-0.057546,-0.385508,0.115059,-0.042852,-0.343539,-0.148032,-0.005088,N
20,9,1.079729,-0.549434,0.204688,-0.770103,0.123348,-0.052308,-0.345384,0.079782,-0.08405,-0.377495,-0.183331,0.027035,N
20,10,0.983517,-0.575181,0.161347,-0.739195,0.187223,-0.062446,-0.335141,0.063628,-0.1136,-0.402714,-0.202872,0.061887,N
20,11,0.902824,-0.642152,0.158751,-0.732108,0.245436,-0.073981,-0.325646,0.061464,-0.165261,-0.413449,-0.199634,0.089121,N
20,12,0.920623,-0.718226,0.168362,-0.709422,0.270102,-0.056596,-0.335713,0.049661,-0.20042,-0.417039,-0.16867,0.109265,N
20,13,0.975028,-0.778504,0.197762,-0.666322,0.273952,-0.010669,-0.350981,-0.000903,-0.23568,-0.406636,-0.103932,0.144323,N
20,14,0.777416,-0.652026,0.157623,-0.563374,0.314764,-0.038244,-0.310553,-0.088859,-0.255642,-0.38727,-0.064406,0.206523,N
20,15,0.681776,-0.594858,0.143755,-0.515474,0.363273,-0.059604,-0.304873,-0.10262,-0.265787,-0.388783,-0.048404,0.225106,N
20,16,0.791421,-0.680852,0.246433,-0.537631,0.377886,-0.008277,-0.347902,-0.072869,-0.298237,-0.37819,-0.029925,0.200094,N
20,17,0.768676,-0.663901,0.252429,-0.499854,0.392408,0.006932,-0.34021,-0.091502,-0.290333,-0.364755,-0.039191,0.187273,N
20,18,0.736434,-0.639567,0.243539,-0.466251,0.424251,0.009442,-0.332051,-0.113345,-0.270196,-0.349403,-0.058093,0.177131,N
20,19,0.831372,-0.722663,0.293659,-0.485471,0.466153,0.017873,-0.36751,-0.099401,-0.267573,-0.324186,-0.06644,0.152882,N
20,20,0.758778,-0.658417,0.274469,-0.426966,0.498591,0.000577,-0.361008,-0.143663,-0.232203,-0.3002,-0.090622,0.161213,N
20,21,0.790989,-0.646124,0.276343,-0.402802,0.518498,-0.001869,-0.344832,-0.186415,-0.224052,-0.269669,-0.107541,0.168875,N
20,22,0.792767,-0.658614,0.272628,-0.408608,0.530472,0.002411,-0.325273,-0.227527,-0.228748,-0.229234,-0.108296,0.156482,N
21,1,0.435945,-0.422234,0.560329,-0.78253,-0.307469,-0.523295,-0.341618,0.316166,0.03769,-0.162727,0.136774,0.091159,N
21,2,0.359379,-0.425838,0.523795,-0.826027,-0.235748,-0.534643,-0.30295,0.35239,-0.003425,-0.159142,0.099849,0.051859,N
21,3,0.313025,-0.419396,0.45179,-0.830727,-0.171876,-0.533763,-0.261105,0.372491,-0.027276,-0.169602,0.055831,0.012304,N
21,4,0.345921,-0.407658,0.360834,-0.799061,-0.113035,-0.527336,-0.22842,0.364203,-0.031288,-0.208048,0.003739,0.006932,N
21,5,0.284422,-0.40768,0.332265,-0.761475,-0.080365,-0.506222,-0.196769,0.357883,-0.069169,-0.250731,-0.015016,0.00474,N
21,6,0.275702,-0.394387,0.311467,-0.728196,-0.011342,-0.471915,-0.178585,0.360426,-0.140626,-0.316041,-0.034941,0.012957,N
21,7,0.286868,-0.394406,0.244947,-0.664845,0.071628,-0.423498,-0.154123,0.303832,-0.197246,-0.36667,-0.051476,0.033794,N
21,8,0.260429,-0.419464,0.176203,-0.607753,0.136842,-0.37696,-0.132327,0.226232,-0.226127,-0.395655,-0.058012,0.059644,N
21,9,0.169258,-0.444432,0.168828,-0.557416,0.206112,-0.336328,-0.164195,0.175939,-0.277018,-0.398675,-0.029938,0.090304,N
21,10,0.169453,-0.450534,0.110112,-0.497979,0.282574,-0.314147,-0.179174,0.131234,-0.311525,-0.416767,-0.004527,0.151156,N
21,11,0.171125,-0.530264,0.11353,-0.455833,0.342701,-0.250107,-0.172516,0.072002,-0.335762,-0.435903,0.016321,0.179073,N
21,12,0.13329,-0.611538,0.138113,-0.373605,0.396214,-0.172632,-0.186558,0.012408,-0.320026,-0.430293,0.022417,0.148276,N
21,13,0.109062,-0.665556,0.159661,-0.243549,0.491473,-0.143114,-0.216133,-0.07358,-0.274169,-0.392614,0.031433,0.124941,N
21,14,0.074276,-0.676436,0.18193,-0.142669,0.5639,-0.15804,-0.259567,-0.133762,-0.258943,-0.353718,0.038397,0.099798,N
21,15,0.034133,-0.688056,0.240454,-0.10682,0.57784,-0.149542,-0.303458,-0.158755,-0.246673,-0.323357,0.04521,0.060894,N
21,16,-0.000038,-0.697937,0.321446,-0.085113,0.562666,-0.151705,-0.304075,-0.186218,-0.22888,-0.266529,0.04287,0.007614,N
21,17,-0.0146,-0.691988,0.350301,0.034387,0.546885,-0.175599,-0.287199,-0.203362,-0.162692,-0.248957,0.057146,-0.018366,N
21,18,-0.004054,-0.723653,0.358539,0.114856,0.574822,-0.153621,-0.243816,-0.174813,-0.104058,-0.23761,0.060417,-0.027115,N
22,1,0.692819,-0.258496,0.051255,-0.86491,-0.019178,-0.366389,-0.329836,0.086135,0.171274,0.007165,-0.156441,0.031967,N
22,2,0.659821,-0.266231,-0.010163,-0.837286,0.045994,-0.351462,-0.286989,0.085872,0.130183,-0.070078,-0.180309,0.077584,N
22,3,0.588679,-0.236974,-0.06597,-0.790782,0.076325,-0.300925,-0.217419,0.040693,0.063362,-0.143237,-0.182099,0.136638,N
22,4,0.588333,-0.286706,-0.079446,-0.776393,0.122806,-0.266344,-0.181486,-0.003831,0.018688,-0.200463,-0.169251,0.172854,N
22,5,0.627348,-0.418919,-0.034091,-0.780147,0.222727,-0.227617,-0.194189,-0.040044,-0.062979,-0.247337,-0.146749,0.212451,N
22,6,0.559909,-0.491971,-0.024828,-0.686067,0.319532,-0.198153,-0.222398,-0.101413,-0.132854,-0.313142,-0.112378,0.28056,N
22,7,0.413144,-0.5406,-0.004412,-0.606111,0.365737,-0.180733,-0.240748,-0.140219,-0.171212,-0.344925,-0.067803,0.291525,N
22,8,0.288518,-0.562116,0.04512,-0.497295,0.420706,-0.168694,-0.237892,-0.19215,-0.194578,-0.349123,-0.030689,0.266181,N
22,9,0.124989,-0.620895,0.108501,-0.35314,0.479369,-0.152229,-0.26599,-0.262773,-0.201131,-0.332118,0.013224,0.193977,N
22,10,-0.031103,-0.685591,0.194472,-0.262299,0.507008,-0.145938,-0.327841,-0.291894,-0.213733,-0.286032,0.05025,0.132659,N
22,11,-0.106619,-0.701455,0.287763,-0.220127,0.502221,-0.161607,-0.33265,-0.287539,-0.220906,-0.234401,0.056901,0.088791,N
22,12,-0.198003,-0.655495,0.368633,-0.155483,0.50232,-0.184318,-0.284055,-0.285958,-0.181617,-0.192631,0.037433,0.038535,N
22,13,-0.181746,-0.667269,0.422732,-0.095341,0.49503,-0.183449,-0.254182,-0.273624,-0.14227,-0.193327,0.026572,-0.016901,N
22,14,-0.126574,-0.718356,0.451747,-0.052407,0.478411,-0.163298,-0.270442,-0.250788,-0.148199,-0.209263,0.036473,-0.062206,N
22,15,-0.217004,-0.672351,0.489717,-0.059263,0.51544,-0.185061,-0.294254,-0.232083,-0.157585,-0.186441,0.009383,-0.062645,N
23,1,0.537922,-0.293037,0.145809,-0.712939,-0.205517,-0.439589,-0.185043,0.205299,0.102029,-0.271996,0.013575,0.114192,N
23,2,0.500515,-0.303985,0.110117,-0.713668,-0.09078,-0.407865,-0.175292,0.179888,0.052073,-0.303649,-0.022982,0.14664,N
23,3,0.472552,-0.333052,0.091904,-0.730445,0.001726,-0.375359,-0.169599,0.165092,-0.004652,-0.332523,-0.050997,0.148038,N
23,4,0.464428,-0.351647,0.003321,-0.689061,0.086059,-0.321456,-0.177049,0.10694,-0.036728,-0.375924,-0.053336,0.129706,N
23,5,0.412319,-0.334911,-0.057272,-0.610494,0.148211,-0.262736,-0.173273,0.041473,-0.060098,-0.415637,-0.048291,0.138976,N
23,6,0.42519,-0.354326,-0.041748,-0.579493,0.241031,-0.211084,-0.166032,-0.037092,-0.110775,-0.43073,-0.041327,0.181455,N
23,7,0.402519,-0.361556,-0.000358,-0.560933,0.329752,-0.152925,-0.197467,-0.103726,-0.170372,-0.399633,-0.036217,0.198519,N
23,8,0.381979,-0.410437,0.03047,-0.503242,0.411679,-0.136703,-0.231405,-0.158798,-0.201986,-0.372875,-0.043481,0.215772,N
23,9,0.32309,-0.447247,0.024458,-0.451172,0.448182,-0.104044,-0.272816,-0.214536,-0.199158,-0.360809,-0.023175,0.179033,N
23,10,0.253603,-0.467147,0.044179,-0.449159,0.444224,-0.041043,-0.311054,-0.274381,-0.192578,-0.327029,-0.003715,0.124817,N
23,11,0.209179,-0.492487,0.082482,-0.462117,0.425622,0.002978,-0.314895,-0.3396,-0.187417,-0.273335,0.008834,0.085471,N
23,12,0.162261,-0.50433,0.11079,-0.449751,0.427963,-0.010639,-0.303553,-0.376473,-0.176273,-0.246011,0.011712,0.083647,N
23,13,0.104178,-0.515678,0.152584,-0.427293,0.441806,-0.022145,-0.316945,-0.376596,-0.173368,-0.228671,0.01039,0.082837,N
23,14,0.048495,-0.519006,0.21001,-0.400448,0.455855,-0.032269,-0.341436,-0.355099,-0.186229,-0.197631,0.010306,0.065969,N
23,15,0.010341,-0.524456,0.244968,-0.352853,0.473923,-0.048713,-0.354063,-0.325292,-0.187905,-0.186857,0.008016,0.051043,N
23,16,0.006055,-0.541537,0.269393,-0.310493,0.496923,-0.060502,-0.347544,-0.291768,-0.179722,-0.199217,0.00759,0.047497,N
23,17,-0.011587,-0.552906,0.324885,-0.278041,0.517588,-0.062012,-0.318141,-0.272152,-0.172555,-0.206715,-0.001213,0.039526,N
24,1,0.714627,-0.487022,0.507183,-0.95711,-0.162806,-0.373718,-0.427863,0.313823,0.033008,-0.106216,0.002503,-0.017769,N
24,2,0.710543,-0.502552,0.451643,-0.957525,-0.081412,-0.360421,-0.41211,0.313234,-0.00115,-0.126748,-0.035006,-0.014102,N
24,3,0.689175,-0.465995,0.404784,-0.957445,-0.020738,-0.317987,-0.365468,0.281101,-0.068202,-0.155301,-0.053002,0.000046,N
24,4,0.637202,-0.433172,0.325228,-0.935373,0.050301,-0.287442,-0.323543,0.245906,-0.120733,-0.190156,-0.094557,0.014295,N
24,5,0.563329,-0.523373,0.276212,-0.897919,0.087652,-0.260613,-0.277517,0.209085,-0.16878,-0.222349,-0.135214,0.026824,N
24,6,0.48316,-0.59432,0.233806,-0.867708,0.136511,-0.254312,-0.257986,0.178258,-0.196725,-0.223852,-0.153987,0.036636,N
24,7,0.462844,-0.643219,0.200403,-0.83464,0.188038,-0.235804,-0.252755,0.140001,-0.242388,-0.219587,-0.135521,0.059329,N
24,8,0.456747,-0.680449,0.192895,-0.78858,0.236394,-0.20148,-0.251194,0.086757,-0.303384,-0.219815,-0.103694,0.100589,N
24,9,0.427421,-0.704962,0.220701,-0.747063,0.262937,-0.148542,-0.250644,0.019112,-0.343234,-0.219359,-0.082609,0.151824,N
24,10,0.375143,-0.721508,0.240321,-0.68066,0.2997,-0.103448,-0.244147,-0.047752,-0.347725,-0.227816,-0.103959,0.188703,N
24,11,0.325729,-0.754699,0.260272,-0.628073,0.36836,-0.082238,-0.265607,-0.07292,-0.359608,-0.238781,-0.108562,0.174764,N
24,12,0.337561,-0.779874,0.277011,-0.601576,0.402547,-0.081149,-0.309377,-0.076679,-0.365489,-0.229737,-0.081841,0.147419,N
24,13,0.31399,-0.798341,0.288257,-0.541343,0.441443,-0.089221,-0.325963,-0.104923,-0.370439,-0.20536,-0.076478,0.113427,N
24,14,0.241925,-0.796023,0.306345,-0.469851,0.473918,-0.10677,-0.320146,-0.15758,-0.388059,-0.161299,-0.064249,0.09198,N
24,15,0.209916,-0.817634,0.334188,-0.428636,0.494762,-0.128016,-0.320588,-0.168086,-0.406769,-0.153662,-0.039008,0.09252,N
24,16,0.154645,-0.817319,0.353965,-0.402613,0.507348,-0.149555,-0.323077,-0.167172,-0.410258,-0.159418,-0.026741,0.102259,N
24,17,0.093215,-0.816819,0.364715,-0.378452,0.506611,-0.157171,-0.30674,-0.183642,-0.407233,-0.160244,-0.032505,0.109077,N
24,18,0.021885,-0.809946,0.370515,-0.340904,0.494132,-0.160233,-0.299104,-0.208254,-0.390411,-0.152004,-0.044058,0.100841,N
24,19,0.043734,-0.844111,0.386515,-0.305546,0.481443,-0.178525,-0.291947,-0.219821,-0.375526,-0.138659,-0.055962,0.09572,N
24,20,0.039664,-0.850464,0.394502,-0.26675,0.476406,-0.195747,-0.293539,-0.233067,-0.359963,-0.123379,-0.059472,0.087402,N
24,21,0.019,-0.840263,0.406784,-0.235227,0.469988,-0.201134,-0.294372,-0.254613,-0.345773,-0.102485,-0.059281,0.076366,N
24,22,0.015918,-0.852997,0.434177,-0.216685,0.461289,-0.194409,-0.300518,-0.268751,-0.338098,-0.080064,-0.05362,0.056503,N
24,23,0.011564,-0.869134,0.46611,-0.198972,0.452391,-0.186006,-0.307316,-0.269826,-0.337217,-0.065421,-0.040015,0.035126,N
24,24,-0.021468,-0.863572,0.494096,-0.168658,0.443167,-0.18717,-0.310388,-0.262001,-0.333466,-0.055074,-0.030014,0.014012,N
24,25,-0.049102,-0.849705,0.521294,-0.131128,0.425683,-0.18466,-0.30496,-0.261713,-0.318212,-0.042274,-0.036294,0.000893,N
25,1,0.401209,-0.174091,0.741654,-0.912472,-0.221091,-0.589246,-0.408945,0.414012,-0.123273,-0.089584,0.20667,0.024159,N
25,2,0.391543,-0.174884,0.663257,-0.921904,-0.185515,-0.588037,-0.378395,0.45869,-0.124208,-0.115081,0.171176,0.007088,N
25,3,0.435057,-0.239905,0.591809,-0.943015,-0.146167,-0.56733,-0.34696,0.471809,-0.131596,-0.123278,0.122865,-0.02108,N
25,4,0.481464,-0.33462,0.520577,-0.944924,-0.124305,-0.52214,-0.327267,0.467999,-0.120855,-0.139401,0.066768,-0.04209,N
25,5,0.486009,-0.406168,0.44448,-0.919201,-0.070369,-0.50933,-0.286125,0.45391,-0.139545,-0.158052,0.000598,-0.028664,N
25,6,0.511099,-0.48515,0.374771,-0.879014,0.006567,-0.459061,-0.244831,0.399094,-0.193126,-0.19166,-0.055979,0.013068,N
25,7,0.471792,-0.533509,0.298857,-0.840738,0.090122,-0.3784,-0.215174,0.321008,-0.253952,-0.23851,-0.108061,0.053714,N
25,8,0.481355,-0.619506,0.243796,-0.787998,0.179754,-0.317196,-0.226078,0.240376,-0.292498,-0.264059,-0.129636,0.105106,N
25,9,0.461477,-0.675676,0.235701,-0.696143,0.264976,-0.239907,-0.243079,0.118471,-0.326849,-0.289478,-0.120965,0.224188,N
25,10,0.440537,-0.760876,0.276531,-0.630315,0.361297,-0.182981,-0.277596,0.053241,-0.36486,-0.307659,-0.09669,0.253265,N
25,11,0.356106,-0.828494,0.346058,-0.576516,0.42029,-0.098172,-0.281113,-0.028825,-0.423775,-0.252974,-0.051781,0.141364,N
25,12,0.326197,-0.792032,0.418245,-0.496658,0.428311,-0.069269,-0.307946,-0.156964,-0.398981,-0.166359,-0.022294,0.106709,N
25,13,0.289465,-0.802491,0.461222,-0.383832,0.460169,-0.123048,-0.33015,-0.206773,-0.376917,-0.141239,-0.017377,0.125284,N
25,14,0.182088,-0.814888,0.519238,-0.347,0.482812,-0.164452,-0.34879,-0.162632,-0.420262,-0.128547,0.03605,0.05677,N
25,15,0.122706,-0.827707,0.573843,-0.28786,0.474918,-0.185029,-0.363803,-0.139947,-0.40032,-0.120448,0.047742,0.019375,N
25,16,0.068329,-0.801789,0.620644,-0.22731,0.473315,-0.190194,-0.356957,-0.137211,-0.364458,-0.088523,0.043847,-0.017911,N
25,17,0.016018,-0.769895,0.652394,-0.199468,0.479682,-0.169513,-0.330856,-0.140134,-0.351392,-0.040236,0.034028,-0.073636,N
25,18,-0.014412,-0.777264,0.704067,-0.160747,0.49259,-0.141607,-0.322682,-0.152027,-0.322553,-0.002272,0.0026,-0.121542,N
25,19,-0.032581,-0.806508,0.764478,-0.109918,0.510695,-0.124476,-0.305499,-0.164124,-0.282073,0.006523,-0.045788,-0.1298,N
25,20,-0.080992,-0.799533,0.769678,-0.105168,0.541902,-0.138819,-0.2786,-0.165582,-0.280095,0.015817,-0.083071,-0.155083,N
25,21,-0.190539,-0.743797,0.761921,-0.11156,0.576538,-0.168043,-0.270998,-0.148604,-0.295555,0.027063,-0.097954,-0.21355,N
26,1,0.563627,-0.116404,0.62109,-0.732322,-0.397379,-0.596205,-0.269158,0.180587,0.019063,0.000558,0.066948,0.170409,N
26,2,0.530344,-0.105376,0.567807,-0.743408,-0.372453,-0.581615,-0.247426,0.210434,0.030023,-0.016318,0.021676,0.169227,N
26,3,0.545917,-0.145918,0.525802,-0.771613,-0.336292,-0.560571,-0.217425,0.230101,0.042212,-0.049947,-0.03555,0.171283,N
26,4,0.513214,-0.169954,0.441025,-0.748447,-0.316027,-0.545125,-0.203846,0.254951,0.060316,-0.110187,-0.070836,0.163108,N
26,5,0.474467,-0.142326,0.342817,-0.7455,-0.26121,-0.531268,-0.198031,0.267048,0.053213,-0.122995,-0.102654,0.133818,N
26,6,0.550167,-0.207968,0.307621,-0.781126,-0.150521,-0.505248,-0.194351,0.255158,0.020677,-0.127509,-0.15088,0.129399,N
26,7,0.55686,-0.285645,0.271827,-0.764676,-0.04494,-0.440568,-0.171797,0.223769,-0.03418,-0.197896,-0.198263,0.181806,N
26,8,0.497502,-0.353535,0.212622,-0.744464,0.038047,-0.394572,-0.137583,0.16678,-0.083961,-0.257086,-0.227684,0.21496,N
26,9,0.477737,-0.458003,0.168425,-0.700914,0.122694,-0.335861,-0.134878,0.080464,-0.133605,-0.287409,-0.221286,0.24303,N
26,10,0.436426,-0.519584,0.189936,-0.633858,0.20607,-0.279025,-0.175153,0.014599,-0.190156,-0.318674,-0.175204,0.302903,N
26,11,0.442105,-0.566651,0.224602,-0.557624,0.272973,-0.24568,-0.186125,-0.061176,-0.228375,-0.326608,-0.136922,0.351249,N
26,12,0.331393,-0.60302,0.26124,-0.44645,0.334992,-0.231171,-0.208849,-0.126727,-0.230591,-0.30777,-0.120942,0.30139,N
26,13,0.279873,-0.64697,0.337828,-0.370314,0.372871,-0.218204,-0.262016,-0.183884,-0.224861,-0.252403,-0.095838,0.231593,N
26,14,0.198322,-0.660384,0.357919,-0.324942,0.417337,-0.19752,-0.274326,-0.246106,-0.243166,-0.21594,-0.068287,0.206719,N
26,15,0.123521,-0.707543,0.38054,-0.285917,0.435273,-0.191707,-0.275674,-0.277529,-0.255507,-0.19907,-0.048692,0.200082,N
26,16,0.101725,-0.764547,0.422677,-0.228601,0.425847,-0.205427,-0.276971,-0.278351,-0.233152,-0.189939,-0.041815,0.179981,N
26,17,0.074044,-0.788649,0.486707,-0.18638,0.414811,-0.209697,-0.271032,-0.26838,-0.208517,-0.163892,-0.044695,0.137974,N
26,18,0.056373,-0.807865,0.529171,-0.153796,0.412006,-0.185749,-0.262654,-0.261072,-0.193719,-0.152048,-0.046538,0.097617,N
26,19,0.040367,-0.817331,0.547986,-0.134031,0.432676,-0.167078,-0.260089,-0.257293,-0.189383,-0.145271,-0.051298,0.06725,N
27,1,1.144161,-0.611784,0.765783,-0.846177,-0.331975,-0.335629,-0.576753,0.309973,0.120853,-0.20962,0.156006,0.063332,N
27,2,1.029766,-0.572593,0.671982,-0.831008,-0.303472,-0.333828,-0.536162,0.311747,0.138644,-0.208058,0.094968,0.041399,N
27,3,0.883019,-0.510568,0.54561,-0.828369,-0.252654,-0.358438,-0.441721,0.312479,0.098302,-0.204746,0.035793,0.027781,N
27,4,0.745215,-0.450937,0.412906,-0.821992,-0.190425,-0.372519,-0.343984,0.304621,0.083064,-0.220959,-0.044422,0.042285,N
27,5,0.662598,-0.431763,0.321683,-0.788748,-0.13986,-0.375078,-0.279078,0.294756,0.073304,-0.274605,-0.10752,0.06098,N
27,6,0.615029,-0.44039,0.266533,-0.758695,-0.081758,-0.37902,-0.228405,0.281089,0.035729,-0.322519,-0.149665,0.065339,N
27,7,0.602833,-0.459454,0.231129,-0.734106,-0.032038,-0.355154,-0.211271,0.262471,-0.002231,-0.35227,-0.168803,0.054007,N
27,8,0.631337,-0.456424,0.206837,-0.709562,0.035367,-0.310234,-0.202532,0.21268,-0.037311,-0.376716,-0.193285,0.069466,N
27,9,0.643795,-0.455184,0.175917,-0.666839,0.149754,-0.280907,-0.185371,0.137374,-0.095347,-0.398875,-0.210053,0.103966,N
27,10,0.603513,-0.487315,0.143187,-0.613957,0.264805,-0.246802,-0.186411,0.068415,-0.170898,-0.420629,-0.195533,0.129437,N
27,11,0.591434,-0.544519,0.110312,-0.582566,0.327175,-0.200198,-0.196583,-0.009296,-0.203658,-0.420459,-0.192707,0.164145,N
27,12,0.618833,-0.590949,0.076426,-0.549272,0.369172,-0.169876,-0.227554,-0.06553,-0.183212,-0.410497,-0.217755,0.200903,N
27,13,0.599584,-0.596721,0.053843,-0.524485,0.42259,-0.161082,-0.259467,-0.082631,-0.185436,-0.388795,-0.221515,0.202658,N
27,14,0.535474,-0.568768,0.029149,-0.51495,0.501524,-0.17103,-0.273409,-0.089112,-0.214853,-0.35803,-0.185607,0.174525,N
27,15,0.498859,-0.562112,0.060277,-0.495067,0.532207,-0.134611,-0.285679,-0.122351,-0.228561,-0.321352,-0.131752,0.161724,N
27,16,0.499048,-0.576112,0.105601,-0.477371,0.570519,-0.09945,-0.30038,-0.149323,-0.24505,-0.27699,-0.100127,0.149528,N
27,17,0.475522,-0.579264,0.134734,-0.463003,0.625472,-0.069234,-0.315616,-0.175186,-0.262642,-0.230711,-0.085955,0.117346,N
27,18,0.412454,-0.574882,0.153787,-0.433897,0.682106,-0.032475,-0.325595,-0.197279,-0.274762,-0.189754,-0.091829,0.07274,N
27,19,0.358836,-0.561564,0.170893,-0.393024,0.720422,-0.02158,-0.331793,-0.223769,-0.275366,-0.157417,-0.096365,0.048278,N
27,20,0.342121,-0.578184,0.180049,-0.335269,0.738746,-0.035239,-0.330107,-0.251744,-0.268446,-0.139305,-0.101991,0.034719,N
27,21,0.343431,-0.628481,0.182079,-0.302867,0.752582,-0.053648,-0.307979,-0.272608,-0.27978,-0.123165,-0.105427,0.020613,N
27,22,0.339492,-0.678649,0.182898,-0.276832,0.735865,-0.058248,-0.276385,-0.298156,-0.28973,-0.118181,-0.100572,0.015661,N
27,23,0.319452,-0.686377,0.210755,-0.232001,0.708023,-0.080334,-0.280978,-0.307272,-0.276016,-0.121307,-0.09898,0.02114,N
28,1,1.049807,-0.659494,0.622677,-0.773797,-0.485876,-0.294637,-0.429164,0.259635,0.24019,-0.166244,0.027635,0.140125,N
28,2,1.16086,-0.768935,0.557022,-0.858942,-0.37929,-0.280717,-0.411244,0.301873,0.192039,-0.17572,0.006367,0.103667,N
28,3,1.068091,-0.730629,0.438809,-0.855003,-0.288101,-0.27457,-0.369547,0.293805,0.168251,-0.181632,-0.053362,0.08338,N
28,4,0.942702,-0.716399,0.368282,-0.83554,-0.19028,-0.246372,-0.360145,0.271065,0.121533,-0.232395,-0.0946,0.080994,N
28,5,0.810152,-0.618784,0.281062,-0.796638,-0.084765,-0.213215,-0.325948,0.207896,0.050818,-0.284203,-0.129863,0.131277,N
28,6,0.744964,-0.571984,0.215333,-0.73688,0.013376,-0.181767,-0.293529,0.139279,-0.019688,-0.335546,-0.140556,0.205612,N
28,7,0.659422,-0.542145,0.176195,-0.697631,0.100813,-0.170992,-0.263739,0.070245,-0.07761,-0.348561,-0.134662,0.244537,N
28,8,0.635872,-0.58495,0.17866,-0.637234,0.191025,-0.157529,-0.247753,-0.019053,-0.146628,-0.330871,-0.102009,0.287003,N
28,9,0.585551,-0.614086,0.14377,-0.537028,0.261672,-0.16987,-0.233795,-0.116593,-0.183362,-0.323345,-0.083698,0.321478,N
