@relation elevators

@attribute climbRate numeric
@attribute Sgz numeric
@attribute p numeric
@attribute q numeric
@attribute curRoll numeric
@attribute absRoll numeric
@attribute diffClb numeric
@attribute diffRollRate numeric
@attribute diffDiffClb numeric
@attribute SaTime1 numeric
@attribute SaTime2 numeric
@attribute SaTime3 numeric
@attribute SaTime4 numeric
@attribute diffSaTime1 numeric
@attribute diffSaTime2 numeric
@attribute diffSaTime3 numeric
@attribute diffSaTime4 numeric
@attribute Sa numeric
@attribute binaryClass {P,N}

@data
-146,-45,-0.38,-0.04,-0.9,-12,10,0.023,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
187,-45,0.05,-0.14,-1.1,-12,21,0.025,-0.8,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
363,-40,0.28,0.25,-1,-12,3,0.02,-6.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-28,-30,0.43,0.18,0.5,-10,-15,-0.006,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-133,-32,0.38,0.03,1,-10,2,-0.006,0.9,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,P
-205,-36,0.08,0.08,1.4,-10,-6,-0.02,0,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,P
-222,-42,-0.14,0.03,1.4,-10,3,-0.014,-0.5,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
-34,-47,-0.36,-0.08,0.9,-10,12,-0.01,-0.5,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
149,-46,-0.5,-0.08,0.3,-11,13,-0.011,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
226,-44,-0.56,-0.01,-0.1,-11,13,-0.01,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0,-0.0001,0,-0.0009,P
206,-37,-0.59,0.09,-1.2,-12,-2,0.001,-0.4,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,P
148,-33,-0.44,0.19,-1.8,-13,-13,0.02,-1.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,N
-51,-32,-0.18,0.22,-2.2,-13,-19,0.019,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-106,-38,0.34,0.08,-1.9,-13,2,0.008,-0.8,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
67,-40,0.51,0,-0.4,-11,6,0.002,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
65,-37,0.41,0.07,0.7,-10,-3,-0.009,-0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,P
-71,-37,-0.05,0.09,1.3,-10,-7,-0.019,0,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,P
-93,-37,-0.12,0.08,1.3,-10,-6,-0.015,0.1,-0.0008,-0.0008,-0.0008,-0.0009,0,0,0,0,-0.0009,P
-38,-39,-0.14,0,1.1,-10,6,0.007,-0.9,-0.0006,-0.0006,-0.0006,-0.0005,-0.0002,0,-0.0001,0,-0.0005,P
-135,-41,-0.57,0.11,0.3,-11,-8,-0.021,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,P
-135,-46,-0.69,-0.06,-0.8,-12,11,0.002,0.9,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
-72,-47,-0.67,0.05,-1.2,-12,9,0.006,-1,-0.0005,-0.0005,-0.0005,-0.0007,0,0,0.0002,0,-0.0007,P
191,-45,0.1,-0.06,-2.1,-13,14,0.032,0.1,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,P
48,-31,0.43,0.13,-0.4,-11,-10,-0.006,-0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,P
-49,-31,0.32,0.15,0.1,-11,-12,-0.014,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-74,-36,0.11,-0.05,0.6,-10,7,0.008,1,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,P
-43,-36,0.15,-0.02,0.6,-10,8,0.007,-0.2,-0.0009,-0.0007,-0.0007,-0.0005,-0.0004,0,-0.0003,0,-0.0005,P
-96,-38,-0.52,0.07,0.2,-11,-4,-0.03,0.1,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0,0,0,-0.0012,P
-8,-41,-0.39,-0.02,-0.9,-12,7,0.017,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
187,-38,0.09,-0.05,-1.2,-12,10,0.024,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
308,-28,0.53,0.03,-0.5,-11,4,0.017,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
119,-19,0.53,0.17,0.8,-10,-15,-0.008,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
91,-18,0.51,0.19,0.9,-10,-15,-0.008,-0.3,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,P
-212,-21,-0.02,0.16,1.6,-9,-15,-0.029,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,P
-331,-26,-0.36,0.02,1.4,-10,-1,-0.03,1.7,-0.001,-0.0011,-0.0011,-0.0011,0.0002,0,0,0,-0.0011,P
-332,-31,-0.46,-0.11,1,-10,1,0.004,1.5,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0,0,-0.0006,P
-117,-36,-0.33,-0.12,0.5,-11,19,0.011,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-46,-37,-0.29,-0.13,0.3,-11,18,0.011,-0.2,-0.0004,-0.0004,-0.0004,-0.0005,0,0,0.0001,0,-0.0005,P
226,-34,0.04,-0.12,0.1,-11,15,0.02,0.4,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
168,-23,0.24,0.16,0.6,-10,-14,-0.002,0.4,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,P
115,-22,0.22,0.21,0.7,-10,-15,-0.008,-0.7,-0.0008,-0.0008,-0.0008,-0.0007,0,0,-0.0002,0,-0.0007,P
13,-21,0.12,0.13,0.9,-10,-11,-0.015,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-219,-29,-0.37,0.09,0.3,-11,-6,-0.01,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-180,-38,-0.38,0.01,-0.8,-12,4,0.005,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-161,-39,-0.35,0.01,-0.9,-12,5,0.005,0.1,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0,0,0,-0.0007,P
-78,-46,0.24,0.04,-1.1,-12,2,0.017,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-100,-47,0.34,0.14,-0.7,-12,-12,-0.001,-0.9,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-129,-50,0.34,-0.13,-0.3,-11,14,0.001,2.9,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
46,-51,-0.34,0.03,-0.2,-11,2,-0.008,0,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,P
44,-50,-0.31,0.05,-0.7,-12,-3,0.007,0.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-21,-49,-0.02,0.1,-1.1,-12,-4,0.017,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-86,-52,0.49,0.07,-0.5,-11,-4,0.019,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
-91,-52,0.52,0.07,-0.4,-11,-3,0.018,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
-101,-53,0.59,-0.01,-0.2,-11,-3,0.017,0.5,-0.0006,-0.0005,-0.0005,-0.0003,-0.0002,0,-0.0003,0,-0.0003,P
-134,-56,0.58,0.06,0.9,-10,-2,-0.004,-0.3,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,P
-136,-56,0.58,0.07,1,-10,-2,-0.004,-0.5,-0.0009,-0.0007,-0.0007,-0.0006,-0.0002,0,-0.0002,0,-0.0006,P
-140,-57,0.56,0.08,1.1,-10,-3,-0.011,-0.5,-0.0008,-0.0009,-0.0009,-0.0007,0,0,-0.0002,0,-0.0007,P
-171,-61,0.15,0.07,1.7,-9,-4,-0.033,-0.4,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,P
-189,-63,-0.05,-0.01,1.7,-9,-4,-0.036,0.5,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,P
-103,-66,-0.56,-0.12,1.3,-10,14,-0.035,1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,P
-74,-67,-0.62,-0.09,1.2,-10,15,-0.034,0.1,-0.001,-0.0012,-0.0012,-0.0012,0.0002,0,0,0,-0.0012,P
183,-66,-0.54,-0.14,0.2,-11,22,0.02,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
521,-46,0.05,-0.04,-0.6,-12,8,0.018,0,-0.0003,-0.0004,-0.0004,-0.0004,0.0001,0,0,0,-0.0004,P
569,-27,0.5,0.05,0,-11,-3,0.021,0.6,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,P
389,-13,0.48,0.16,0.9,-10,-19,-0.011,1.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,N
144,-8,0.29,0.28,1.4,-10,-30,-0.019,-0.7,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
87,-7,0.26,0.25,1.4,-10,-29,-0.019,0.6,-0.0007,-0.0009,-0.0009,-0.0009,0.0002,0,0,0,-0.0009,N
-166,-8,0.24,0.29,1.6,-9,-27,0.007,-0.9,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0,0,0,-0.0005,N
-274,-10,0.25,0.29,1.7,-9,-28,-0.003,-0.1,-0.0009,-0.0009,-0.0009,-0.0006,0,0,-0.0004,0,-0.0006,P
-584,-18,-0.04,-0.01,1.9,-9,-12,-0.029,4.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,P
-561,-43,-0.57,-0.02,1.1,-10,4,-0.018,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,P
-258,-56,-0.77,-0.15,-0.3,-11,22,-0.005,-1,-0.0004,-0.0006,-0.0006,-0.0009,0.0002,0,0.0002,0,-0.0009,P
-216,-57,-0.76,-0.15,-0.4,-11,21,0.009,-0.1,-0.0003,-0.0004,-0.0004,-0.0006,0.0001,0,0.0002,0,-0.0006,P
199,-57,-0.25,-0.17,-1.3,-12,22,0.028,0.4,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
420,-50,0.07,0.02,-1.4,-12,8,0.025,-2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
-6,-17,0.32,0.13,1.4,-10,-12,-0.011,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
207,-15,0.07,-0.1,2,-9,13,-0.012,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
347,-7,-0.13,-0.05,1.9,-9,6,-0.012,0.5,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
400,8,-0.35,0.03,1.4,-10,1,-0.01,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
-200,28,0.12,0.14,-0.1,-11,-11,-0.005,-0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,P
-241,20,-0.01,0.04,0.1,-11,0,-0.007,-0.2,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,P
-49,13,0,-0.05,0,-11,9,0.001,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-405,-2,-0.14,0.14,-0.4,-11,-11,-0.003,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
-517,-18,-0.21,0.09,-0.7,-12,-5,-0.004,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
-407,-37,0.11,-0.03,-0.9,-12,8,0.017,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-117,-46,0.46,-0.12,-0.4,-11,21,0.018,-1.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
43,-46,0.44,-0.02,0.6,-10,1,-0.011,1.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
5,-45,0.25,0.21,1,-10,-17,-0.021,-2.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
238,-43,-0.11,-0.13,1.2,-10,17,-0.016,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
437,-30,-0.42,-0.01,0.6,-10,6,-0.013,-0.2,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,P
465,-25,-0.48,0.16,0.3,-11,2,-0.01,-2.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
445,-22,-0.51,0.14,0.1,-11,-9,-0.009,-1.7,-0.0007,-0.0008,-0.0008,-0.0009,0.0001,0,0.0001,0,-0.0009,P
226,-6,-0.34,0.13,-1.2,-12,-9,0.008,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-18,-2,0.11,0.16,-1.5,-12,-12,0.02,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,P
-82,-3,0.31,-0.15,-1.3,-12,7,0.019,4.6,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,P
-52,-5,0.53,0.06,0.3,-11,-3,0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,-0.0002,0,-0.0006,P
2,-6,0.44,-0.02,1.1,-10,10,-0.009,-0.9,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
52,-6,0.32,0.08,1.5,-10,-2,-0.017,-1.7,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
4,-5,-0.16,0.12,1.7,-9,-9,-0.047,-0.9,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,P
-107,-7,-0.76,0.07,0.6,-10,-4,-0.004,0.7,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0,0.0001,0,-0.0008,P
174,-7,0.14,-0.04,-1,-12,10,0.027,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,P
236,-4,0.38,0.16,-0.7,-12,-5,0.022,-3.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,P
-87,3,0.28,0.15,0.9,-10,-13,-0.012,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
-134,2,0.24,0.15,1,-10,-13,-0.013,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
-157,2,0.21,0.07,1,-10,-12,-0.012,0.6,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0,0,0,-0.0008,P
-10,-15,-0.27,0.2,-0.5,-13,-9,0.002,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,N
-217,-18,-0.09,0.22,-0.8,-14,-14,0.019,0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
-261,-27,0.31,0.1,-0.6,-14,5,0.018,-1.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
-229,-31,0.47,-0.08,-0.2,-13,6,0.016,1.3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
-104,-40,0.35,0.06,1.7,-11,0,-0.01,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
-149,-43,0.15,0.17,2,-11,-10,-0.018,-0.6,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,N
-69,-59,-0.39,0.06,0.3,-13,1,0.002,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
20,-60,0.13,0.09,-0.5,-13,0,0.009,-0.2,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,N
149,-56,0.44,0.04,0.6,-12,4,0.006,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
-110,-51,-0.01,0.17,1.9,-11,-10,-0.016,-0.3,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,N
23,-55,-0.34,-0.07,1.4,-12,9,-0.011,0,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
86,-55,-0.39,-0.08,1.2,-12,11,-0.007,0.3,-0.0011,-0.0012,-0.0012,-0.0013,0.0001,0,0.0001,0,-0.0013,N
364,-41,-0.21,-0.03,0.1,-13,7,0.014,0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0.0001,0,-0.0008,N
437,-35,-0.06,0.18,-0.1,-13,4,0.015,-1.8,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
-8,-16,0.31,0.22,0.8,-12,-14,0.001,-0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
-100,-18,0.29,-0.01,1.2,-12,7,-0.003,0.9,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
-135,-25,-0.24,0.09,1.4,-12,-3,-0.012,-0.1,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0,0,0,-0.0013,N
-156,-31,-0.21,0.08,0.8,-12,-2,0.004,-0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
343,-23,0.09,-0.01,0.4,-13,7,0.004,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
380,-9,0.01,0.1,0.6,-12,-2,-0.012,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,N
130,3,-0.27,0.22,0.3,-13,-15,-0.011,0.2,-0.0011,-0.0012,-0.0012,-0.0013,0.0001,0,0.0001,0,-0.0013,N
-134,2,-0.22,0.16,-0.6,-13,-8,0.003,0,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
-36,-12,0.15,0.1,0.2,-13,-3,-0.006,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
94,-7,-0.21,0.07,-0.3,-13,0,-0.003,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,N
7,-4,-0.25,0.14,-0.8,-14,-6,-0.002,0,-0.0009,-0.001,-0.001,-0.0011,0.0001,0,0.0001,0,-0.0011,N
27,1,0.5,0.08,1.1,-12,-3,0.001,-0.2,-0.0009,-0.0009,-0.0009,-0.0008,-0.0002,0,-0.0002,0,-0.0008,N
-181,-2,0.19,0.2,1.9,-11,-14,-0.022,-0.4,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
-312,-15,-0.34,0.07,1.7,-11,-3,-0.017,0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
-273,-25,-0.61,0.04,0.7,-12,3,-0.011,-0.3,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
-267,-26,-0.63,0.03,0.6,-12,3,-0.011,-0.1,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0,0,0,-0.0012,N
-261,-27,-0.65,0.03,0.4,-13,3,-0.01,0.1,-0.0011,-0.0011,-0.0011,-0.0012,-0.0001,0,0.0001,0,-0.0012,N
-190,8,0.03,0.11,-0.4,-15,-1,0.007,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
-27,-1,0.26,0.05,0.3,-15,4,0.004,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,N
-253,-7,0.25,0.18,1.3,-14,-11,-0.005,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,N
-320,-17,0.07,0.09,1.6,-13,-2,-0.012,-0.6,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0,0,0,-0.0011,P
-206,-32,-0.36,0.04,1.1,-14,5,-0.012,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
-77,-46,-0.11,0.09,-0.8,-16,2,0.008,-0.1,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,P
30,-47,0.32,0.08,-0.5,-15,3,0.012,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,N
17,-45,0.21,0.12,0.6,-14,-3,-0.011,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,P
101,-41,-0.27,0.07,0.4,-15,3,-0.007,-0.2,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,N
-164,-37,0.09,0.13,0.1,-15,-5,-0.002,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
32,-43,0.09,0.03,0.5,-15,7,-0.001,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,P
90,-42,0.13,-0.01,0.5,-14,8,0.007,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,P
294,-22,-0.61,0.08,-0.7,-16,3,-0.011,0,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,P
315,-18,-0.66,0.16,-1.2,-16,1,0,-1.4,-0.0009,-0.0009,-0.0009,-0.0011,0.0001,0,0.0001,0,-0.0011,P
353,-7,-0.35,0.1,-2.3,-17,3,0.017,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
359,-6,-0.32,0.1,-2.3,-17,3,0.017,0.1,-0.0008,-0.0008,-0.0008,-0.0008,-0.0001,0,0,0,-0.0008,P
331,7,0.06,0.16,-2.6,-17,-3,0.018,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,N
-69,18,0.53,0.22,-1.2,-16,-13,0.007,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,N
-140,17,0.55,0.15,-0.9,-16,-13,0.002,0.4,-0.0011,-0.001,-0.001,-0.0009,-0.0002,0,-0.0002,0,-0.0009,N
-212,14,0.46,0.34,-0.5,-15,-14,-0.017,-2.7,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,N
-404,9,0.21,0.41,-0.1,-15,-23,-0.038,-2.1,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,N
-753,-10,-0.41,0.27,-0.3,-15,-15,-0.032,-1.3,-0.0014,-0.0014,-0.0014,-0.0015,0,0,0.0001,0,-0.0015,P
-770,-32,-0.69,0.11,-1.2,-16,8,-0.014,-1.9,-0.001,-0.0011,-0.0011,-0.0013,0.0002,0,0.0002,0,-0.0013,P
-554,-52,-0.35,-0.03,-2.3,-17,15,0.027,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,P
-277,-62,0.09,-0.08,-2.5,-17,25,0.032,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
-39,-65,0.45,-0.03,-2.1,-17,15,0.028,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,P
88,-64,0.76,0.06,-1.3,-16,-1,0.018,0.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,N
105,-63,0.85,0.17,-0.8,-16,4,0.009,-0.6,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,-0.0002,0,-0.0007,N
-121,-62,0.54,0.2,0.9,-14,-14,-0.022,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,P
-133,-67,0.24,0,1.5,-13,16,-0.018,-0.9,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,P
95,-67,-0.42,0.04,1.1,-14,5,-0.014,0,-0.0009,-0.001,-0.001,-0.0011,0.0001,0,0.0002,0,-0.0011,P
105,-67,-0.43,0.01,1.1,-14,5,-0.005,0.2,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0,0.0001,0,-0.001,P
180,-62,-0.37,0.05,0.3,-15,3,0.005,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
215,-59,-0.27,0.04,0,-15,4,0.012,0.4,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
172,-44,0.22,0.12,-0.2,-15,-3,0.009,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
158,-41,0.29,0.01,0.1,-15,1,0.009,1.7,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
156,-37,0.29,0.15,0.6,-14,-10,-0.006,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
13,-30,-0.34,0.1,0.2,-15,-2,-0.005,-0.1,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,P
24,-30,-0.25,0.09,-0.3,-15,2,0.009,-0.3,-0.0007,-0.0007,-0.0007,-0.0008,0,0,0.0001,0,-0.0008,P
257,-23,0.21,0.02,-0.4,-15,9,0.014,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
328,-16,0.38,0.06,0.1,-15,1,0.011,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,P
319,-10,0.49,0.14,0.7,-14,-8,0.008,-0.7,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,N
-45,-2,0.14,0.25,1.6,-13,-19,-0.023,-0.6,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0,0,0,-0.0012,N
-236,-5,-0.15,0.26,1.6,-13,-21,-0.032,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,P
-448,-16,-0.63,0.17,0.9,-14,-8,-0.024,-1,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,P
-418,-39,-0.77,0.07,-1.6,-17,6,0.01,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,P
-360,-13,-0.2,0.32,-0.5,-19,-9,0.01,0.1,-0.002,-0.002,-0.002,-0.002,0,0,0,0,-0.002,N
-438,-21,-0.07,0.22,-0.7,-20,-4,0.013,0.7,-0.0018,-0.0019,-0.0019,-0.0019,0.0001,0,0,0,-0.0019,N
-425,-32,0.22,0.05,-0.6,-20,8,0.024,1.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,N
